,word,onset,offset
103,bereikte,34.53,34.95
104,het,35.0,35.03
105,een,35.03,35.15
106,kleine,35.15,35.59
107,armoedige,35.59,36.09
108,boerenhut,36.09,36.58
109,Deze,37.18,37.46
110,was,37.46,37.68
111,zo,37.68,37.9
112,bouwvallig,37.9,38.54
113,dat,38.87,39.0
114,zij,39.0,39.11
115,zelf,39.11,39.42
116,niet,39.42,39.54
117,wist,39.54,39.77
118,naar,40.07,40.19
119,welke,40.19,40.39
120,kant,40.39,40.65
121,zij,40.65,40.76
122,zou,40.76,40.91
123,vallen,40.91,41.23
124,En,41.6,41.74
125,daarom,41.74,42.06
126,bleef,42.06,42.27
127,zij,42.27,42.39
128,maar,42.39,42.47
129,staan,42.47,42.82
130,De,43.72,43.82
131,storm,43.82,44.33
132,gierde,44.66,45.14
133,zo,45.14,45.37
134,verschrikkelijk,45.37,46.02
135,om,46.02,46.11
136,het,46.11,46.19
137,eendje,46.28,46.57
138,heen,46.57,46.82
139,dat,47.11,47.27499
140,het,47.27499,47.31998
141,moest,47.31998,47.52
142,gaan,47.52,47.71
143,zitten,47.71,48.01
144,om,48.2,48.31
145,niet,48.31,48.46
146,omver,48.46,48.75
147,te,48.75,48.86
148,waaien,48.86,49.24
149,Nu,50.32,50.45
150,bemerkte,50.45,51.03
151,het,51.03,51.09
152,dat,51.39,51.56
153,de,51.56,51.61
154,deur,51.61,52.0
155,uit,52.0,52.2
156,het,52.2,52.33
157,ene,52.33,52.55
158,scharnier,52.55,52.98
159,geraakt,52.98,53.36
160,was,53.36,53.56
161,en,53.79,53.92
162,zo,53.92,54.19
163,scheef,54.19,54.61
164,hing,54.61,54.81
165,dat,55.1,55.26
166,het,55.26,55.36
167,door,55.36,55.47
168,de,55.47,55.59
169,reet,55.59,55.85
170,in,56.01,56.11
171,de,56.11,56.2
172,kamer,56.2,56.48
173,kon,56.48,56.65
174,sluipen,56.65,57.13
175,En,57.57,57.67
176,dit,57.67,57.83
177,deed,57.83,58.08
178,het,58.08,58.17
179,dan,58.17,58.29
180,ook,58.29,58.43
181,Hier,59.62,59.87
182,woonde,60.07,60.37
183,een,60.37,60.41
184,oude,60.41,60.71
185,vrouw,60.71,61.03
186,met,61.03,61.16
187,haar,61.16,61.25
188,kater,61.25,61.66
189,en,61.72,61.84
190,haar,61.84,61.91
191,kip,61.96,62.12
192,En,62.74,62.84
193,de,62.84,62.91
194,kater,62.91,63.3
195,die,63.59,63.71
196,zij,63.71,63.86
197,haar,63.86,64.02
198,zoontje,64.02,64.37
199,noemde,64.37,64.66
200,kon,65.01,65.2
201,een,65.2,65.26
202,hoge,65.26,65.71
203,rug,65.71,65.97
204,zetten,65.97,66.27
205,en,66.47,66.53
206,spinnen,66.53,66.96
207,Hij,67.51,67.6
208,gaf,67.6,67.85
209,zelfs,67.85,68.13
210,vonken,68.21,68.57
211,van,68.57,68.73
212,zich,68.73,68.95
213,Maar,69.41,69.51
214,dan,69.51,69.61
215,moest,69.61,69.80499
216,men,69.80499,69.92
217,zijn,69.92,70.06
218,haar,70.06,70.35
219,de,70.35,70.42
220,verkeerde,70.42,70.76
221,kant,70.76,70.98
222,opstrijken,70.98,71.52
223,De,72.21,72.24
224,kip,72.53,72.77
225,had,73.09,73.23
226,korte,73.31,73.62
227,lage,73.78,74.09
228,poten,74.09,74.48
229,En,74.82,74.92
230,daarom,74.92,75.21
231,werd,75.21,75.33
232,zij,75.33,75.43
233,juffrouw,75.43,75.79
234,Kortbeen,75.79,76.21
235,genoemd,76.21,76.58
236,Zij,77.18,77.28
237,legde,77.28,77.54
238,heerlijke,77.54,77.93
239,eieren,77.93,78.34
240,En,78.66,78.8
241,de,78.8,78.87
242,vrouw,78.87,79.13
243,had,79.13,79.25
244,haar,79.25,79.43
245,zo,79.43,79.59
246,lief,79.59,79.83
247,alsof,80.03,80.26
248,zij,80.26,80.37
249,haar,80.37,80.48
250,kind,80.54,80.75
251,was,80.75,81.01
252,s,82.84,82.93
253,Morgens,82.93,83.37
254,zag,83.55,83.72
255,men,83.72,83.85
256,het,83.85,83.95
257,vreemde,83.95,84.23
258,eendje,84.23,84.6
259,dadelijk,84.6,85.08
260,En,85.43,85.53
261,nu,85.53,85.82
262,begon,85.82,86.18
263,de,86.18,86.28
264,kater,86.28,86.61
265,te,86.68,86.76
266,blazen,86.76,87.24
267,en,87.51,87.64
268,de,87.64,87.71
269,kip,87.78,87.93
270,te,88.11,88.18
271,kakelen,88.18,88.69
272,Wat,89.92,90.23
273,is,90.23,90.37
274,er,90.37,90.42
275,te,90.42,90.54
276,doen,90.54,90.8
277,zei,91.3,91.43
278,de,91.43,91.49
279,vrouw,91.49,91.82
280,en,92.16,92.28
281,keek,92.28,92.53
282,in,92.53,92.6
283,de,92.6,92.66
284,rondte,92.66,93.02
285,Maar,93.53,93.65
286,zij,93.65,93.73
287,had,93.73,93.85
288,een,93.85,93.91
289,slecht,93.91,94.2
290,gezicht,94.2,94.57
291,En,95.07,95.18
292,daarom,95.18,95.41
293,dacht,95.41,95.66
294,zij,95.66,95.84
295,dat,96.09,96.27
296,het,96.27,96.38
297,eendje,96.38,96.8
298,een,96.93,96.99
299,vette,96.99,97.35
300,eend,97.35,97.6
301,was,97.6,97.78
302,die,97.99,98.11
303,verdwaald,98.11,98.57
304,was,98.57,98.7
305,geraakt,98.7,99.13
306,Dat,100.26,100.54
307,is,100.6,100.75
308,een,100.75,100.8
309,goede,100.8,101.05
310,vangst,101.05,101.41
311,zeide,101.79,102.01
312,zij,102.01,102.16
313,Nu,102.87,103.04
314,kan,103.1,103.28
315,ik,103.28,103.41
316,eendeneieren,103.41,104.09
317,krijgen,104.09,104.57
318,Als,105.11,105.23
319,het,105.23,105.33
320,maar,105.33,105.42
321,geen,105.42,105.78
322,woerd,105.78,106.04
323,is,106.04,106.22
324,Dat,106.83,106.99
325,zullen,106.99,107.14
326,wij,107.14,107.23
327,eens,107.23,107.34
328,proberen,107.34,107.85
329,En,109.37,109.53
330,zo,109.53,109.75
331,werd,109.75,109.93
332,het,109.93,110.03
333,eendje,110.03,110.42
334,voor,110.42,110.56
335,drie,110.56,110.83
336,weken,110.83,111.13
337,op,111.13,111.24
338,de,111.24,111.29
339,proef,111.29,111.59
340,aangenomen,111.59,112.18
341,Maar,112.64,112.8
342,er,112.8,112.83
343,kwamen,112.83,113.16
344,geen,113.16,113.44
345,eieren,113.44,113.85
346,En,114.58,114.7
347,de,114.7,114.77
348,kater,114.82,115.14
349,was,115.14,115.31
350,heer,115.36,115.56
351,in,115.56,115.67
352,huis,115.67,115.95
353,En,116.44,116.53
354,de,116.53,116.62
355,kip,116.62,116.81
356,was,116.9,117.1
357,er,117.1,117.15
358,zo,117.15,117.28
359,goed,117.28,117.52
360,als,117.52,117.65
361,vrouw,117.65,118.06
362,En,118.49,118.63
363,altijd,118.63,119.02
364,zeiden,119.02,119.28
365,zij,119.28,119.45
366,Wij,120.35,120.72
367,en,120.72,120.83
368,de,120.83,120.92
369,wereld,120.92,121.34
370,Want,122.06,122.23
371,zij,122.23,122.33
372,dachten,122.33,122.72
373,dat,122.93,123.06
374,zij,123.06,123.27
375,de,123.27,123.34
376,helft,123.34,123.66
377,waren,123.66,123.93
378,en,124.13,124.25
379,verreweg,124.25,124.68
380,de,124.73,124.81
381,beste,124.81,125.1
382,helft,125.1,125.44
383,Het,126.26,126.35
384,eendje,126.35,126.79
385,gaf,127.01,127.22
386,als,127.22,127.33
387,zijn,127.33,127.5
388,mening,127.5,127.85
389,te,127.85,127.95
390,kennen,127.95,128.27
391,dat,128.52,128.68
392,het,128.68,128.77499
393,toch,128.77499,128.91
394,ook,128.91,129.13
395,wel,129.13,129.25
396,eens,129.25,129.4
397,anders,129.45,129.75
398,zou,129.75,129.85
399,kunnen,129.85,130.07
400,zijn,130.07,130.42
401,Maar,130.92,131.03
402,dat,131.03,131.25
403,kon,131.37,131.52
404,de,131.52,131.58
405,kip,131.66,131.8
406,niet,131.92,132.08
407,velen,132.08,132.49
408,Kun,133.77,133.91
409,je,133.91,133.99
410,eieren,133.99,134.38
411,leggen,134.38,134.71
412,vroeg,135.1,135.3
413,zij,135.3,135.42
414,Nee,136.24,136.68
415,Welnu,137.51,137.84
416,wil,138.04,138.19
417,je,138.19,138.22
418,dan,138.22,138.32
419,wel,138.32,138.43
420,eens,138.43,138.53
421,zwijgen,138.53,139.06
422,En,140.12,140.24
423,de,140.24,140.31
424,kater,140.31,140.6
425,zei,140.6,140.83
426,Kun,141.72,141.85
427,je,141.85,141.92
428,een,141.92,141.96
429,hoge,141.96,142.27
430,rug,142.27,142.51
431,zetten,142.51,142.82
432,en,143.05,143.14
433,spinnen,143.14,143.62
434,en,143.81,143.91
435,maken,143.91,144.32
436,dat,144.32,144.43
437,er,144.43,144.5
438,vonken,144.5,144.88
439,uit,144.88,145.04
440,je,145.04,145.12
441,lijf,145.12,145.4
442,komen,145.4,145.77
443,Nee,146.87,147.31
444,Dan,148.32,148.41
445,mag,148.41,148.57499
446,je,148.57499,148.66998
447,ook,148.66998,148.89
448,geen,148.94,149.3
449,mening,149.3,149.67
450,hebben,149.67,149.89
451,als,150.1,150.24
452,verstandige,150.24,150.81
453,lieden,150.81,151.13
454,met,151.26,151.39
455,elkaar,151.39,151.64
456,spreken,151.64,152.12
457,En,153.05,153.16
458,het,153.16,153.26
459,eendje,153.36,153.71
460,zat,153.71,153.89
461,in,153.89,153.98
462,de,153.98,154.07
463,hoek,154.07,154.28
464,en,154.52,154.59
465,voelde,154.59,154.9
466,zich,154.9,155.03
467,diep,155.14,155.35
468,ongelukkig,155.43,156.05
469,Daar,156.75,157.02
470,drong,157.02,157.27
471,de,157.27,157.34
472,zonneschijn,157.34,157.84
473,in,157.84,157.91
474,het,157.91,158.11
475,huisje,158.11,158.48
476,door,158.48,158.8
477,Het,159.37,159.50499
478,kreeg,159.50499,159.74
479,zulk,159.74,160.13
480,een,160.13,160.33
481,lust,160.33,160.58
482,om,160.58,160.74
483,in,160.74,160.81
484,het,160.81,160.9
485,water,160.9,161.18
486,te,161.23,161.31
487,zwemmen,161.31,161.66
488,dat,162.05,162.23
489,het,162.23,162.35
490,zich,162.35,162.5
491,niet,162.5,162.68499
492,kon,162.68499,162.89
493,weerhouden,162.89,163.42
494,dit,163.61,163.74
495,tegen,163.74,163.96
496,de,163.96,164.05
497,kip,164.1,164.24
498,te,164.24,164.35
499,zeggen,164.35,164.68
500,Wat,165.89,166.0
501,is,166.0,166.11
502,dat,166.11,166.33
503,voor,166.33,166.46
504,een,166.46,166.56
505,dwaze,166.56,166.89
506,inval,166.89,167.28
507,zei,167.64,167.8
508,deze,167.8,168.06
509,Je,168.68,168.72
510,hebt,168.72,168.87
511,niets,168.87,169.08
512,uit,169.08,169.31
513,te,169.31,169.37
514,voeren,169.37,169.71
515,En,169.97,170.08
516,daarom,170.08,170.31
517,verzin,170.31,170.63
518,je,170.63,170.67
519,allerlei,170.67,171.09
520,dwaasheden,171.09,171.69
521,Leg,172.4,172.54
522,eieren,172.54,173.02
523,of,173.2,173.27
524,spin,173.27,173.64
525,En,173.94,174.01
526,maak,174.01,174.21
527,je,174.21,174.28
528,anders,174.28,174.52
529,uit,174.52,174.66
530,de,174.66,174.7
531,voeten,174.7,175.0
532,Maar,176.66,176.79
533,het,176.79,176.88
534,is,176.88,177.0
535,zo,177.0,177.13
536,prettig,177.13,177.57
537,in,177.71,177.83
538,het,177.83,177.93
539,water,177.93,178.23
540,te,178.23,178.31
541,zwemmen,178.31,178.69
542,zei,179.2,179.34
543,het,179.34,179.42
544,eendje,179.42,179.79
545,Zo,180.64,180.8
546,prettig,180.8,181.24
547,het,181.52,181.64499
548,boven,181.64499,181.95
549,zijn,181.95,182.12
550,kop,182.12,182.42499
551,te,182.42499,182.51
552,laten,182.51,182.7
553,uitspatten,182.7,183.34
554,en,183.53,183.63
555,op,183.63,183.79
556,de,183.79,183.82
557,grond,183.82,184.21
558,te,184.21,184.35
559,duiken,184.35,184.58
560,Nu,185.66,186.01
561,dat,186.23,186.38
562,is,186.38,186.44
563,ook,186.44,186.6
564,een,186.6,186.65
565,heel,186.65,186.81
566,plezier,186.81,187.28
567,zei,187.52,187.64
568,de,187.64,187.71
569,kip,187.76,187.9
570,Je,188.53,188.59
571,bent,188.59,188.77
572,zeker,188.77,189.02
573,niet,189.02,189.17
574,goed,189.17,189.28
575,bij,189.28,189.41
576,je,189.41,189.48
577,verstand,189.48,189.93
578,Vraag,190.5,190.75
579,er,190.75,190.8
580,de,190.8,190.88
581,kater,190.95,191.24
582,maar,191.24,191.39
583,eens,191.39,191.5
584,naar,191.5,191.8
585,Die,192.16,192.3
586,is,192.3,192.36
587,het,192.36,192.41
588,verstandigste,192.41,193.0
589,schepsel,193.0,193.41
590,dat,193.41,193.5
591,ik,193.5,193.58499
592,ken,193.58499,193.84
593,Of,194.28,194.4
594,hij,194.4,194.61
595,er,194.61,194.7
596,van,194.7,194.85
597,houdt,194.85,195.08
598,in,195.26,195.38
599,het,195.38,195.47
600,water,195.47,195.74
601,te,195.74,195.86
602,zwemmen,195.86,196.2
603,of,196.28,196.42499
604,onder,196.42499,196.72
605,te,196.78,196.84
606,duiken,196.84,197.27
607,Ik,198.02,198.19
608,wil,198.19,198.31
609,niet,198.31,198.47
610,van,198.47,198.59
611,mijzelf,198.59,198.92
612,spreken,198.92,199.33
613,Vraag,200.1,200.39
614,het,200.39,200.42
615,zelf,200.42,200.67499
616,maar,200.67499,200.91
617,aan,201.1,201.25
618,onze,201.25,201.43
619,meesteres,201.43,201.98
620,de,202.17,202.22
621,oude,202.22,202.47
622,vrouw,202.47,202.79
623,Wijzer,203.26,203.67
624,dan,203.67,203.81
625,zij,203.81,204.12
626,is,204.26,204.41
627,niemand,204.41,204.78
628,op,204.78,204.89
629,de,204.89,204.99
630,wereld,204.99,205.36
631,Denk,206.16,206.35
632,je,206.35,206.44
633,misschien,206.44,206.81
634,dat,207.03,207.19
635,zij,207.19,207.46
636,plezier,207.46,207.84
637,heeft,207.84,207.98
638,om,207.98,208.04
639,te,208.09,208.2
640,zwemmen,208.2,208.56
641,en,208.8,208.87
642,het,208.87,208.99
643,water,208.99,209.32
644,boven,209.32,209.62
645,haar,209.62,209.8
646,hoofd,209.8,210.01
647,uit,210.08,210.33
648,te,210.33,210.39
649,laten,210.39,210.59
650,spatten,210.59,211.03
651,Je,212.84,212.92
652,begrijpt,212.92,213.35
653,mij,213.35,213.43
654,niet,213.43,213.74
655,zei,214.25,214.36
656,het,214.36,214.44
657,eendje,214.44,214.82
658,Begrijpen,215.67,216.14
659,wij,216.14,216.22
660,je,216.22,216.33
661,niet,216.33,216.58
662,Wie,217.02,217.13
663,zou,217.13,217.28
664,je,217.28,217.36
665,dan,217.36,217.47
666,kunnen,217.47,217.74
667,begrijpen,217.74,218.21
668,Je,218.63,218.67
669,zult,218.67,218.83
670,toch,218.83,218.94
671,wel,218.94,219.03
672,niet,219.03,219.16
673,wijzer,219.16,219.48
674,willen,219.48,219.67
675,zijn,219.67,219.87
676,dan,219.87,219.97
677,de,219.97,220.06
678,kater,220.12,220.47
679,en,220.47,220.55
680,de,220.55,220.62
681,vrouw,220.62,220.97
682,Van,221.4,221.5
683,mijzelf,221.5,221.92
684,wil,221.92,222.02
685,ik,222.02,222.09
686,niet,222.09,222.24
687,spreken,222.24,222.68
688,Heb,223.29,223.46
689,maar,223.46,223.57
690,niet,223.57,223.7
691,zoveel,223.7,223.95
692,noten,223.95,224.22
693,op,224.22,224.37
694,je,224.37,224.46
695,zang,224.46,224.73
696,En,225.03,225.13
697,wees,225.13,225.29
698,dankbaar,225.29,225.69
699,voor,225.69,225.8
700,al,225.8,226.03
701,het,226.03,226.06
702,goede,226.06,226.41
703,dat,226.59,226.71
704,men,226.71,226.82
705,je,226.82,226.92
706,bewezen,226.92,227.35
707,heeft,227.35,227.6
708,Ben,228.37,228.49
709,je,228.49,228.58
710,niet,228.58,228.72
711,in,228.72,228.81
712,een,228.81,228.92
713,warme,228.92,229.23
714,kamer,229.23,229.56
715,gekomen,229.56,230.02
716,en,230.3,230.39
717,heb,230.39,230.56
718,je,230.56,230.62
719,niet,230.62,230.77
720,een,230.77,230.8
721,gezelschap,230.8,231.4
722,waarvan,231.61,231.86
723,je,231.86,231.91
724,nog,231.91,232.05
725,wat,232.05,232.19
726,kunt,232.24,232.42
727,leren,232.42,232.85
728,Maar,233.85,233.98
729,er,233.98,234.03
730,is,234.03,234.2
731,geen,234.2,234.44
732,huis,234.44,234.67
733,met,234.67,234.83
734,je,234.83,234.87
735,te,234.87,234.97
736,houden,234.97,235.21
737,En,235.21,235.29
738,het,235.67,235.73
739,is,235.73,235.84
740,allesbehalve,235.84,236.52
741,plezierig,236.52,237.06
742,met,237.26,237.41
743,jou,237.41,237.61
744,om,237.61,237.74
745,te,237.74,237.82
746,gaan,237.82,238.13
747,Je,238.8,238.86
748,kunt,238.86,239.01
749,mij,239.01,239.1
750,gerust,239.1,239.44
751,geloven,239.44,239.92
752,Ik,240.33,240.44
753,meen,240.44,240.61
754,het,240.61,240.69
755,goed,240.69,240.91
756,met,240.91,241.09
757,je,241.09,241.19
758,Ik,241.59,241.72
759,zeg,241.72,241.91
760,je,241.91,241.98
761,de,241.98,242.07
762,waarheid,242.07,242.47
763,al,242.7,242.81
764,vind,242.81,242.99
765,je,242.99,243.06
766,dit,243.06,243.17
767,ook,243.17,243.27
768,niet,243.27,243.41
769,prettig,243.41,243.8
770,En,244.21,244.31
771,daaraan,244.31,244.53
772,kan,244.53,244.67
773,men,244.67,244.81
774,zien,244.81,245.02
775,wie,245.27,245.39
776,zijn,245.39,245.57
777,ware,245.57,245.87
778,vrienden,245.87,246.2
779,zijn,246.2,246.56
780,Doe,247.15,247.24
781,je,247.24,247.37
782,best,247.37,247.62
783,maar,247.62,247.74
784,om,247.74,247.81
785,eieren,247.81,248.18
786,te,248.23,248.35
787,leggen,248.35,248.61
788,of,248.77,248.92
789,te,248.92,249.0
790,spinnen,249.0,249.43
791,of,249.72,249.88
792,vonken,249.88,250.2
793,uit,250.2,250.36
794,je,250.36,250.43
795,lijf,250.43,250.65
796,te,250.65,250.74
797,laten,250.74,250.96
798,komen,250.96,251.32
799,Ik,252.92,253.05
800,denk,253.05,253.35
801,dat,253.75,253.9
802,ik,253.9,253.99
803,de,253.99,254.07
804,wijde,254.07,254.37
805,wereld,254.37,254.72
806,maar,254.72,254.86
807,in,254.86,254.99
808,zal,254.99,255.14
809,gaan,255.14,255.48
810,zei,256.21,256.36
811,het,256.36,256.44
812,eendje,256.44,256.8
813,Ja,257.87,258.22
814,doe,258.29,258.4
815,dat,258.4,258.55
816,maar,258.55,258.83
817,liet,259.3,259.46
818,de,259.46,259.5
819,kip,259.5,259.7
820,hierop,259.79,260.02
821,volgen,260.07,260.52
822,En,262.07,262.24
823,zo,262.24,262.54
824,ging,262.54,262.73
825,het,262.73,262.83
826,eendje,262.89,263.22
827,dan,263.22,263.37
828,heen,263.37,263.7
829,Het,264.25,264.39
830,zwom,264.39,264.64
831,in,264.64,264.7
832,het,264.7,264.8
833,water,264.8,265.17
834,Het,265.54,265.68
835,dook,265.73,265.96
836,met,265.96,266.11
837,zijn,266.11,266.27
838,kopje,266.27,266.57
839,onder,266.57,266.9
840,Maar,267.48,267.61
841,door,267.61,267.73
842,alle,267.73,268.01
843,dieren,268.01,268.41
844,werd,268.63,268.77
845,het,268.77,268.85
846,om,268.85,268.98
847,zijn,268.98,269.19
848,lelijkheid,269.19,269.71
849,met,269.71,269.81
850,minachting,269.86,270.46
851,bejegend,270.46,271.04
852,Nu,272.23,272.38
853,kwam,272.38,272.63
854,de,272.63,272.72
855,herfst,272.72,273.1
856,De,273.62,273.77
857,bladeren,273.77,274.27
858,in,274.27,274.36
859,het,274.36,274.49
860,bos,274.54,274.78499
861,werden,274.78499,274.98
862,geel,274.98,275.36499
863,en,275.36499,275.5
864,bruin,275.5,275.87
865,De,276.28,276.44
866,wind,276.44,276.67
867,rukte,276.72,276.98
868,ze,277.03,277.13
869,af,277.13,277.41
870,zodat,277.7,277.95
871,zij,277.95,278.04
872,in,278.04,278.14
873,de,278.14,278.22
874,rondte,278.22,278.58
875,dansten,278.58,279.09
876,En,279.44,279.58
877,boven,279.58,279.96
878,in,279.96,280.04
879,de,280.04,280.21
880,lucht,280.21,280.41
881,was,280.41,280.57
882,het,280.57,280.7
883,snerpend,280.7,281.24
884,koud,281.31,281.64
885,De,282.23,282.36
886,wolken,282.36,282.83
887,zaten,282.83,283.11
888,vol,283.11,283.43
889,hagel,283.43,283.99
890,en,283.99,284.08
891,sneeuw,284.08,284.44
892,En,284.44,284.59
893,op,285.06,285.27
894,de,285.27,285.31
895,heg,285.31,285.63
896,zat,285.85,286.01
897,een,286.01,286.13
898,raaf,286.13,286.51
899,en,286.71,286.84
900,deed,286.84,286.98
901,haar,286.98,287.1
902,klagend,287.15,287.58
903,gekras,287.58,288.13
904,horen,288.13,288.46
