,word,onset,offset
79,je,28.81,28.91
80,de,28.91,28.98
81,kooi,28.98,29.27
82,vast,29.27,29.64
83,hebt,29.64,30.03
84,jaag,30.21,30.5
85,dan,30.5,30.67
86,ogenblikkelijk,30.67,31.68
87,naar,31.68,31.83
88,ons,31.83,32.01
89,terug,32.01,32.34
90,en,32.34,32.56
91,haal,32.56,32.75
92,de,32.75,32.79
93,jonkvrouw,32.79,33.28
94,af,33.28,33.61
95,Toen,35.7,35.95
96,dat,35.95,36.19
97,waagstuk,36.19,36.67
98,volbracht,36.67,37.11
99,was,37.11,37.71
100,en,37.79,37.88
101,de,37.88,37.98
102,koningszoon,37.98,38.65
103,met,38.65,38.76
104,zijn,38.76,38.88
105,schatten,38.88,39.25
106,zou,39.25,39.48
107,wegrijden,39.48,40.01
108,zei,40.01,40.21
109,de,40.21,40.27
110,vos,40.27,40.87
111,nu,41.29,41.47
112,moet,41.47,41.64
113,je,41.64,41.8
114,mij,41.8,41.98
115,nog,41.98,42.12
116,de,42.12,42.23
117,beloning,42.23,42.61
118,geven,42.61,42.96
119,voor,42.96,43.11
120,mijn,43.11,43.31
121,hulp,43.31,43.73
122,Wat,44.7,44.94
123,wens,44.94,45.22
124,je,45.22,45.25
125,er,45.25,45.34
126,voor,45.34,45.7
127,zei,45.7,45.92
128,de,45.92,46.12
129,jongeling,46.12,46.76
130,Als,47.66,48.03
131,wij,48.03,48.15
132,in,48.15,48.24
133,het,48.24,48.36
134,bos,48.36,48.62
135,komen,48.62,49.12
136,moet,49.29,49.46
137,je,49.46,49.52
138,mij,49.52,49.63
139,doodschieten,49.63,50.29
140,en,50.29,50.51
141,kop,50.51,50.73
142,en,50.73,50.96
143,poten,50.96,51.25
144,afhouwen,51.25,51.93
145,Dat,52.68,53.02
146,zou,53.02,53.23
147,een,53.23,53.32
148,mooie,53.32,53.61
149,dankbaarheid,53.61,54.18
150,zijn,54.18,54.47
151,Dat,54.47,54.57
152,kan,54.57,54.72
153,ik,54.72,54.83
154,onmogelijk,54.83,55.38
155,doen,55.38,55.82
156,antwoordde,55.82,56.45
157,de,56.45,56.55
158,prins,56.55,57.06
159,Toen,58.51,58.69
160,zei,58.69,58.87
161,de,58.87,58.93
162,vos,58.93,59.6
163,als,59.66,59.94
164,je,59.94,59.97
165,het,59.97,60.03
166,niet,60.03,60.21
167,doen,60.21,60.49
168,wilt,60.49,60.87
169,moet,60.87,61.03
170,ik,61.03,61.13
171,heengaan,61.13,61.87
172,Maar,62.07,62.27
173,voor,62.27,62.63
174,ik,62.63,62.75
175,je,62.75,62.86
176,verlaat,62.86,63.46
177,wil,63.68,63.82
178,ik,63.82,63.95
179,je,63.95,64.08499
180,eerst,64.08499,64.38
181,nog,64.38,64.5
182,een,64.5,64.55
183,goede,64.55,64.84
184,raad,64.84,65.11
185,geven,65.11,65.59
186,Pas,66.58,66.79
187,op,66.79,66.93
188,voor,66.93,67.05
189,twee,67.05,67.38
190,dingen,67.38,67.8
191,Koop,68.26,68.51
192,geen,68.51,68.8
193,galgenvlees,68.8,69.73
194,En,69.85,70.01
195,ga,70.01,70.25
196,niet,70.25,70.57
197,zitten,70.57,70.86
198,op,70.86,71.17
199,de,71.17,71.29
200,rand,71.29,71.54
201,van,71.54,71.71
202,een,71.71,71.79
203,bron,71.79,72.22
204,Toen,73.05,73.33
205,liep,73.33,73.51
206,hij,73.51,73.66
207,het,73.66,73.72
208,bos,73.72,74.0
209,in,74.0,74.27
210,Wat,75.68,75.85
211,een,75.85,75.93
212,raar,75.93,76.15
213,dier,76.15,76.53
214,dacht,76.53,76.78
215,de,76.78,76.81
216,jongeling,76.81,77.32
217,Wat,77.66,77.81
218,heeft,77.81,78.1
219,hij,78.1,78.21
220,zeldzame,78.21,78.79
221,grillen,78.79,79.25
222,Wie,79.67,79.77
223,zal,79.77,79.98
224,nu,79.98,80.07
225,galgenvlees,80.07,80.83
226,kopen,80.83,81.27
227,En,81.6,81.71
228,ik,81.71,81.85
229,heb,81.85,81.96
230,nog,81.96,82.08
231,nooit,82.08,82.36
232,bijzondere,82.36,82.83
233,lust,82.83,83.04
234,gehad,83.04,83.36
235,om,83.36,83.53
236,op,83.53,83.65
237,de,83.65,83.77
238,rand,83.77,84.02
239,van,84.02,84.12
240,een,84.12,84.23
241,bron,84.23,84.48
242,te,84.48,84.57
243,gaan,84.57,84.76
244,zitten,84.76,85.15
245,Hij,86.44,86.63
246,reed,86.63,86.88
247,met,86.88,87.05
248,de,87.05,87.08
249,schone,87.08,87.41
250,jonkvrouw,87.41,87.86
251,verder,87.86,88.33
252,en,88.65,88.78
253,kwam,88.78,89.0
254,weer,89.0,89.22
255,door,89.22,89.36
256,het,89.36,89.48
257,dorp,89.48,89.79
258,waar,89.79,89.9
259,zijn,89.9,90.06
260,beide,90.06,90.35
261,broers,90.35,90.64
262,gebleven,90.64,91.11
263,waren,91.11,91.54
264,Daar,92.74,92.95
265,was,92.95,93.07
266,groot,93.07,93.38
267,geschreeuw,93.38,93.93
268,en,94.02,94.13
269,rumoer,94.13,94.68
270,En,95.02,95.24
271,toen,95.24,95.39
272,hij,95.39,95.48
273,vroeg,95.48,95.83
274,wat,95.83,96.0
275,er,96.0,96.07
276,aan,96.07,96.18
277,de,96.18,96.24
278,hand,96.24,96.49
279,was,96.49,96.87
280,zei,96.87,97.1
281,men,97.1,97.4
282,dat,97.4,97.55
283,er,97.55,97.59
284,twee,97.59,97.82
285,mensen,97.82,98.13
286,zouden,98.13,98.42
287,gehangen,98.42,98.85
288,worden,98.85,99.24
289,Naderbij,101.01,101.45
290,gekomen,101.45,102.11
291,zag,102.11,102.42
292,hij,102.42,102.59
293,dat,102.59,102.72
294,het,102.72,102.78
295,zijn,102.78,102.96
296,broeders,102.96,103.31
297,waren,103.31,103.76
298,Zij,104.33,104.49
299,hadden,104.49,104.65
300,alles,104.65,104.99
301,erdoor,104.99,105.26
302,gelapt,105.26,105.75
303,En,105.84,105.96
304,allerlei,105.96,106.38
305,slechte,106.38,106.77
306,streken,106.77,107.25
307,hadden,107.25,107.4
308,zij,107.4,107.53
309,uitgehaald,107.53,108.91
310,Hij,108.97,109.09
311,vroeg,109.09,109.34
312,of,109.34,109.51
313,zij,109.51,109.7
314,niet,109.7,109.86
315,vrij,109.86,110.15
316,konden,110.15,110.39
317,komen,110.39,110.82
318,Als,111.88,112.15
319,je,112.15,112.21
320,voor,112.21,112.33
321,hen,112.33,112.52
322,betalen,112.52,112.97
323,wilt,112.97,113.46
324,was,113.57,113.78
325,het,113.78,113.88
326,antwoord,113.88,114.48
327,Maar,115.0,115.18
328,waarom,115.18,115.45
329,wilt,115.45,115.71
330,ge,115.71,115.78
331,uw,115.78,115.85
332,geld,115.85,116.15
333,vergooien,116.15,116.64
334,en,116.64,116.75
335,slechte,116.75,117.14
336,mensen,117.14,117.49
337,loskopen,117.49,118.15
338,Doch,119.39,119.58
339,hij,119.58,119.74
340,bedacht,119.74,120.09
341,zich,120.09,120.27
342,niet,120.27,120.62
343,Hij,120.87,120.98
344,betaalde,120.98,121.45
345,het,121.45,121.51
346,losgeld,121.51,122.17
347,En,122.23,122.36
348,toen,122.36,122.47
349,zij,122.47,122.59
350,vrij,122.59,122.88
351,waren,122.88,123.34
352,gingen,123.47,123.71
353,zij,123.71,123.86
354,gezamenlijk,123.86,124.39
355,verder,124.39,124.77
356,Zij,127.33,127.54
357,kwamen,127.54,127.82
358,in,127.82,127.91
359,het,127.91,128.02
360,bos,128.02,128.32
361,waar,128.32,128.46
362,zij,128.46,128.6
363,het,128.6,128.63
364,eerst,128.63,128.98
365,de,128.98,129.09
366,vos,129.09,129.34
367,hadden,129.34,129.51
368,gezien,129.51,130.0
369,Het,130.64,130.81
370,was,130.81,131.06
371,daar,131.06,131.13
372,koel,131.13,131.41
373,en,131.41,131.58
374,aangenaam,131.58,132.28
375,want,132.54,132.7
376,de,132.7,132.78
377,zon,132.78,133.05
378,brandde,133.05,133.38
379,fel,133.38,133.86
380,Toen,134.61,134.79
381,zeiden,134.79,135.13
382,de,135.13,135.24
383,broeders,135.24,135.78
384,laat,136.23,136.44
385,ons,136.44,136.63
386,hier,136.63,136.75
387,bij,136.75,136.82
388,de,136.82,136.91
389,bron,136.91,137.15
390,wat,137.15,137.28
391,uitrusten,137.28,138.04
392,en,138.19,138.31
393,ook,138.31,138.49
394,eten,138.49,138.72
395,en,138.72,138.87
396,drinken,138.87,139.42
397,Hij,140.44,140.8
398,vond,140.8,140.99
399,het,140.99,141.08
400,goed,141.08,141.44
401,en,141.44,141.56
402,al,141.56,141.72
403,pratende,141.72,142.23
404,ging,142.23,142.49
405,hij,142.49,142.57
406,zonder,142.57,143.1
407,erbij,143.1,143.27
408,te,143.27,143.36
409,denken,143.36,143.67
410,op,143.67,143.85
411,de,143.85,143.94
412,rand,143.94,144.13
413,zitten,144.13,144.49
414,Maar,144.49,144.59
415,de,145.82,146.08
416,broeders,146.22,146.83
417,duwden,146.83,147.04
418,hem,147.04,147.22
419,ruggelings,147.22,147.79
420,in,147.79,147.94
421,het,147.94,147.98
422,water,147.98,148.48
423,namen,148.69,149.04
424,de,149.04,149.07
425,jonkvrouw,149.07,149.71
426,het,149.97,150.15
427,paard,150.15,150.54
428,en,150.67,150.81
429,de,150.81,150.87
430,vogel,150.87,151.41
431,en,151.41,151.45
432,keerden,151.45,151.92
433,terug,151.92,152.19
434,naar,152.19,152.27
435,hun,152.27,152.37
436,vader’s,152.37,152.77
437,slot,152.77,153.18
438,Daar,154.79,155.13
439,brengen,155.13,155.37
440,wij,155.37,155.48
441,niet,155.48,155.67
442,alleen,155.67,155.93
443,de,155.93,155.96
444,gouden,155.96,156.26
445,vogel,156.26,156.91499
446,zeiden,156.91499,157.19
447,zij,157.19,157.59
448,maar,157.85,158.02
449,wij,158.02,158.09
450,hebben,158.09,158.34
451,ook,158.34,158.49
452,het,158.49,158.57
453,gouden,158.57,158.85
454,paard,158.85,159.22
455,en,159.33,159.45
456,de,159.45,159.49
457,jonkvrouw,159.49,159.96
458,van,159.96,160.08
459,het,160.08,160.18
460,gouden,160.18,160.44
461,slot,160.44,160.74
462,buit,160.74,160.98
463,gemaakt,160.98,161.63
464,Er,162.55,162.79
465,was,162.79,162.95
466,grote,162.95,163.35
467,vreugde,163.35,164.17
468,Maar,164.17,164.34
469,het,164.34,164.41
470,paard,164.41,164.9
471,dat,164.9,165.06
472,wilde,165.06,165.3
473,niet,165.3,165.47
474,eten,165.47,165.97
475,De,165.97,166.17
476,vogel,166.17,166.55
477,zong,166.55,166.83
478,niet,166.83,167.13
479,En,167.39,167.54
480,de,167.54,167.57
481,jonkvrouw,167.57,168.15
482,zat,168.15,168.35
483,al,168.35,168.62
484,door,168.62,168.82
485,te,168.82,168.95
486,schreien,168.95,169.52
487,De,170.98,171.03
488,jongste,171.03,171.51
489,broer,171.51,171.78
490,was,171.78,171.95
491,echter,171.95,172.2
492,niet,172.2,172.46
493,verdronken,172.46,173.14
494,Er,173.84,173.94
495,was,173.94,174.11
496,niet,174.11,174.36
497,veel,174.36,174.65
498,water,174.65,174.91
499,in,174.91,175.04
500,de,175.04,175.13
501,bron,175.13,175.34
502,geweest,175.34,175.84
503,En,176.11,176.3
504,hij,176.3,176.37
505,viel,176.37,176.59
506,op,176.59,176.65
507,zacht,176.65,177.0
508,mos,177.0,177.49
509,zonder,177.49,177.8
510,letsel,177.8,178.34
511,Maar,179.23,179.32
512,hij,179.32,179.5
513,kon,179.5,179.99
514,er,179.99,180.1
515,niet,180.1,180.4
516,weer,180.4,180.47
517,uitkomen,180.47,181.16
518,Ook,182.87,183.26
519,in,183.26,183.4
520,de,183.4,183.46
521,grote,183.46,183.85
522,nood,183.85,184.23
523,verliet,184.55,184.89
524,de,184.89,184.96
525,trouwe,184.96,185.27
526,vos,185.27,185.68
527,hem,185.68,185.82
528,niet,185.82,186.19
529,Hij,186.24,186.76
530,sprong,186.76,187.12
531,naar,187.12,187.24
532,beneden,187.24,187.81
533,en,187.81,187.93
534,beknorde,187.93,188.4
535,hem,188.4,188.69
536,dat,188.69,188.86
537,hij,188.86,188.99
538,zijn,188.99,189.13
539,raad,189.13,189.39
540,had,189.39,189.52
541,vergeten,189.52,190.07
542,Maar,190.95,191.13
543,ik,191.13,191.19
544,kan,191.19,191.31
545,het,191.31,191.42
546,toch,191.42,191.54
547,niet,191.54,191.71
548,laten,191.71,192.23
549,zei,192.23,192.46
550,hij,192.46,192.86
551,En,192.86,192.94
552,ik,192.94,193.05
553,zal,193.05,193.26
554,je,193.26,193.36
555,weer,193.36,193.55
556,aan,193.55,193.66
557,het,193.66,193.76
558,daglicht,193.76,194.12
559,brengen,194.12,194.47
560,De,195.89,196.03
561,prins,196.03,196.32
562,moest,196.32,196.45
563,zijn,196.45,196.52
564,staart,196.52,196.89
565,vatten,196.89,197.2
566,en,197.2,197.28
567,goed,197.28,197.53
568,vasthouden,197.53,198.22
569,Toen,198.6,198.82
570,kroop,198.82,199.15
571,hij,199.15,199.19
572,eruit,199.19,199.74
573,en,199.99,200.05
574,sleepte,200.05,200.45
575,hem,200.45,200.57
576,zo,200.57,200.78
577,naar,200.78,200.92
578,boven,200.92,201.36
579,Toch,203.39,203.68
580,ben,203.68,203.77
581,je,203.77,203.86
582,nog,203.86,204.01
583,niet,204.01,204.19
584,buiten,204.19,204.5
585,gevaar,204.5,204.98
586,zei,204.98,205.18
587,de,205.18,205.24
588,vos,205.24,205.83
589,Je,205.91,206.16
590,broeders,206.16,206.5
591,hebben,206.5,206.78
592,het,206.78,206.88
593,bos,206.88,207.12
594,met,207.12,207.29
595,wachten,207.29,207.65
596,omzet,207.65,208.2
597,Die,208.46,208.57
598,moet,208.57,208.73
599,je,208.73,208.84
600,doden,208.84,209.35
601,als,209.46,209.68
602,je,209.68,209.74
603,eruit,209.74,210.08
604,komt,210.08,210.46
605,Er,212.19,212.34
606,zat,212.34,212.57
607,een,212.57,212.65
608,arme,212.65,212.94
609,man,212.94,213.15
610,aan,213.15,213.26
611,de,213.26,213.36
612,weg,213.36,213.69
613,Met,214.05,214.19
614,hem,214.19,214.42
615,ruilde,214.42,214.72
616,de,214.72,214.78
617,jongeling,214.78,215.23
618,van,215.23,215.43
619,kleren,215.43,215.89
620,en,216.36,216.5
621,kwam,216.5,216.69
622,zo,216.69,216.91
623,aan,216.91,216.98
624,’s,216.98,217.07
625,koning’s,217.07,217.46
626,hof,217.46,217.86
627,Niemand,218.46,218.78
628,herkende,218.78,219.22
629,hem,219.22,219.56
630,Maar,219.81,219.93
631,de,219.93,219.99
632,vogel,219.99,220.36
633,begon,220.36,220.68
634,te,220.68,220.74
635,zingen,220.74,221.21
636,het,221.45,221.62
637,paard,221.62,221.91
638,te,221.91,221.99
639,eten,221.99,222.47
640,en,222.73,222.83
641,de,222.83,222.89
642,schone,222.89,223.25
643,jonkvrouw,223.25,223.89
644,hield,223.89,224.12
645,op,224.12,224.3
646,met,224.3,224.4
647,schreien,224.4,224.94
648,De,225.99,226.15
649,koning,226.15,226.43
650,vroeg,226.43,226.62
651,verwonderd,226.62,227.26
652,wat,227.44,227.58
653,zou,227.58,227.84
654,dat,227.84,228.04
655,beduiden,228.04,228.66
656,Toen,229.52,229.73
657,sprak,229.73,230.22
658,de,230.22,230.25
659,jonkvrouw,230.25,230.78
660,ik,230.78,231.12
661,weet,231.22,231.39
662,het,231.39,231.73
663,niet,231.73,232.11
664,maar,232.38,232.57
665,ik,232.57,232.69
666,was,232.69,232.86
667,zo,232.86,233.02
668,treurig,233.12,233.61
669,en,233.61,233.65
670,nu,233.65,233.82
671,ben,233.82,233.94
672,ik,233.94,234.06
673,vrolijk,234.06,234.95
674,Het,234.95,235.15
675,is,235.15,235.42
676,of,235.42,235.55
677,mijn,235.55,235.71
678,ware,235.71,236.0
679,bruidegom,236.0,236.51
680,gekomen,236.51,236.97
681,is,236.97,237.36
682,Zij,238.59,238.8
683,verhaalde,238.8,239.18
684,alles,239.18,239.57
685,wat,239.57,239.7
686,er,239.7,239.74
687,gebeurd,239.74,240.15
688,was,240.15,240.45
689,hoewel,240.45,240.96
690,de,240.96,241.05
691,beide,241.05,241.37
692,broeders,241.37,241.79
693,haar,241.79,242.02
694,met,242.02,242.17
695,de,242.17,242.2
696,dood,242.2,242.54
697,bedreigd,242.54,242.9
698,hadden,242.9,243.22
699,als,243.46,243.68
700,zij,243.68,243.82
701,iets,243.82,243.98
702,zou,243.98,244.17
703,verraden,244.17,244.65
704,De,245.55,245.65
705,koning,245.65,246.01
706,liet,246.01,246.16
707,alle,246.16,246.4
708,mensen,246.4,246.75
709,die,246.75,246.9
710,in,246.9,246.97
711,het,246.97,247.0
712,slot,247.0,247.26
713,waren,247.26,247.51
714,bij,247.51,247.69
715,zich,247.69,247.86
716,brengen,247.86,248.28
717,Er,248.77,248.97
718,was,248.97,249.15
719,ook,249.15,249.29
720,een,249.29,249.42
721,bedelaar,249.42,249.95
722,bij,249.95,250.09
723,in,250.09,250.3
724,lompen,250.3,250.79
725,Maar,251.13,251.27
726,de,251.27,251.33
727,jonkvrouw,251.33,251.76
728,herkende,251.76,252.21
729,hem,252.21,252.38
730,dadelijk,252.38,252.93
731,en,252.93,253.11
732,viel,253.11,253.31
733,hem,253.31,253.41
734,om,253.41,253.55
735,de,253.55,253.65
736,hals,253.65,254.31
737,De,254.96,255.09
738,schandelijke,255.09,255.85
739,broeders,255.85,256.24
740,werden,256.24,256.38
741,gevangen,256.38,256.81
742,genomen,256.81,257.27
743,en,257.27,257.43
744,terecht,257.43,257.74
745,gesteld,257.74,258.39
746,Maar,258.95,259.04
747,hij,259.04,259.39
748,trouwde,259.39,259.74
749,de,259.74,259.8
750,schone,259.8,260.17
751,jonkvrouw,260.17,260.82
752,en,261.04,261.13
753,zou,261.13,261.4
754,zijn,261.4,261.54
755,vader’s,261.54,262.01
756,erfgenaam,262.06,262.62
757,zijn,262.62,263.09
758,En,264.24,264.38
759,hoe,264.38,264.49
760,ging,264.49,264.71
761,het,264.71,264.92
762,de,264.92,264.95
763,arme,264.95,265.24
764,vos,265.24,265.8
765,Lang,266.31,266.69
766,daarna,266.69,267.07
767,was,267.07,267.43
768,de,267.43,267.46
769,koningszoon,267.46,268.14
770,weer,268.14,268.25
771,eens,268.25,268.58
772,in,268.58,268.68
773,het,268.68,268.77
774,bos,268.77,269.27
775,En,269.33,269.61
776,hij,269.61,269.79
777,ontmoette,269.79,270.15
778,de,270.15,270.22
779,vos,270.22,270.65
780,die,270.65,270.75
781,zei,270.75,271.23
782,je,272.4,272.46
783,hebt,272.46,272.63
784,nu,272.63,272.74
785,alles,272.74,273.04
786,wat,273.04,273.24
787,je,273.24,273.31
788,maar,273.31,273.42
789,wensen,273.42,273.74
790,kunt,273.74,274.15
791,Maar,274.38,274.51
792,aan,274.51,274.73
793,mijn,274.73,275.0
794,ongeluk,275.0,275.53
795,is,275.53,275.65
796,geen,275.65,275.89
797,einde,275.89,276.45
798,Toch,277.0,277.19
799,is,277.19,277.4
800,het,277.4,277.5
801,in,277.5,277.62
802,uw,277.62,277.73
803,macht,277.73,278.1
804,mij,278.1,278.3
805,te,278.3,278.38
806,verlossen,278.38,278.94
807,En,279.29,279.69
808,weer,279.69,279.91
809,smeekte,279.91,280.45
810,hij,280.45,280.59
811,hem,280.59,280.94
812,Hij,281.2,281.29
813,zou,281.29,281.58
814,hem,281.58,281.64
815,doodschieten,281.64,282.41
816,en,282.41,282.63
817,kop,282.63,282.94
818,en,282.94,283.11
819,poten,283.11,283.42
820,afhouwen,283.42,284.03
821,Toen,285.37,285.56
822,heeft,285.56,285.83
823,hij,285.83,285.87
824,het,285.87,285.97
825,gedaan,285.97,286.6
826,En,286.81,287.12
827,nauwelijks,287.12,287.52
828,was,287.52,287.68
829,het,287.68,287.75
830,gebeurd,287.75,288.57
831,of,288.57,288.82
832,de,288.82,288.91
833,vos,288.91,289.23
834,veranderde,289.23,289.68
835,in,289.68,289.85
836,een,289.85,289.98
837,mens,289.98,290.49
838,En,291.02,291.19
839,hij,291.19,291.33
840,was,291.33,291.49
841,niemand,291.49,291.82
842,anders,291.82,292.36
843,dan,292.36,292.61
844,de,292.61,292.72
845,broeder,292.72,293.06
846,van,293.06,293.25
847,de,293.25,293.32
848,schone,293.32,293.71
849,koningsdochter,293.71,294.83
850,die,294.9,295.03
851,nu,295.03,295.24
852,van,295.24,295.43
853,een,295.43,295.48
854,boze,295.48,295.92
855,betovering,295.92,296.54
856,was,296.54,296.71
857,verlost,296.71,297.39
858,Er,297.7,298.24
859,ontbrak,298.24,298.65
860,nu,298.65,298.72
861,niets,298.72,299.02
862,meer,299.02,299.18
863,aan,299.18,299.34
864,hun,299.34,299.42
865,geluk,299.42,300.03
866,zolang,300.4,300.75
867,zij,300.75,300.93
868,leefden,300.93,301.49
