,word,onset,offset
192,En,76.72,76.82
193,zijn,76.82,76.99
194,gedachten,76.99,77.49
195,hadden,77.49,77.69
196,hem,77.69,77.77
197,niet,77.77,77.89
198,bedrogen,77.89,78.51
199,Toen,79.45,79.57
200,hij,79.57,79.73
201,weer,79.73,79.99
202,een,79.99,80.09
203,dag,80.09,80.27
204,gelopen,80.27,80.72
205,had,80.72,81.02
206,kwam,81.45,81.61
207,hij,81.61,81.69
208,bij,81.69,81.87
209,een,81.87,81.96
210,derde,81.96,82.21
211,kolenbrander,82.21,82.98
212,die,83.38,83.55
213,hem,83.55,83.7
214,als,83.7,83.9
215,de,83.9,84.0
216,vorige,84.0,84.61
217,op,85.03,85.16
218,droge,85.16,85.55
219,aardappelen,85.55,86.12
220,noodde,86.12,86.56
221,En,87.83,87.93
222,hij,87.93,88.02
223,liet,88.02,88.23
224,hem,88.23,88.38
225,weer,88.38,88.66
226,van,88.66,88.77
227,zijn,88.77,88.9
228,toverkleedje,88.95,89.7
229,mee-eten,89.7,90.3
230,En,90.76,90.81
231,dat,90.81,90.93
232,smaakte,90.93,91.32
233,de,91.32,91.41
234,kolenbrander,91.41,92.07
235,zo,92.07,92.42
236,goed,92.42,92.76
237,dat,93.16,93.37
238,hij,93.37,93.44
239,hem,93.44,93.57
240,ten,93.57,93.76
241,laatste,93.76,94.26
242,een,94.49,94.61
243,hoorntje,94.61,95.06
244,ervoor,95.06,95.31
245,aanbood,95.31,95.85
246,dat,96.13,96.28
247,nog,96.28,96.45
248,heel,96.45,96.73
249,andere,96.73,97.08
250,eigenschappen,97.08,97.69
251,had,97.69,97.97
252,als,97.97,98.25
253,het,98.25,98.32
254,hoedje,98.32,98.66
255,Als,99.87,100.04
256,men,100.04,100.15
257,er,100.15,100.21
258,op,100.21,100.32
259,blies,100.37,100.7
260,dan,101.08,101.2
261,vielen,101.2,101.63
262,vele,101.69,102.08
263,muren,102.08,102.43
264,en,102.43,102.53
265,vestingwerken,102.53,103.38
266,en,103.75,103.86
267,eindelijk,103.97,104.36
268,alle,104.42,104.6
269,steden,104.6,104.98
270,en,104.98,105.14
271,dorpen,105.14,105.45
272,in,105.45,105.58
273,puin,105.68,105.97
274,Hij,106.86,106.96
275,gaf,106.96,107.22
276,er,107.22,107.27
277,de,107.27,107.36
278,kolenbrander,107.36,108.03
279,wel,108.03,108.18
280,het,108.18,108.25
281,kleedje,108.25,108.66
282,voor,108.66,109.05
283,maar,109.38,109.51
284,liet,109.51,109.68
285,het,109.68,109.78
286,door,109.78,109.92
287,zijn,109.92,110.05
288,manschappen,110.05,110.53
289,weer,110.53,110.61
290,opeisen,110.61,111.27
291,zodat,111.59,111.86
292,hij,111.86,111.92
293,eindelijk,112.01,112.44
294,de,112.44,112.59
295,ransel,112.59,113.14
296,het,113.43,113.55
297,hoedje,113.55,113.85
298,en,114.21,114.28
299,het,114.28,114.4
300,hoorntje,114.4,114.81
301,bijeen,114.81,115.13
302,had,115.13,115.39
303,Nu,116.63,116.7
304,ben,116.7,116.79
305,ik,116.79,116.93
306,het,116.93,117.0
307,heertje,117.0,117.6
308,zei,117.6,117.88
309,hij,117.88,118.23
310,En,120.11,120.33
311,nu,120.33,120.47
312,is,120.47,120.69
313,het,120.69,120.76
314,tijd,120.83,121.17
315,dat,121.22,121.33
316,ik,121.33,121.4
317,naar,121.45,121.52
318,huis,121.52,121.85
319,ga,121.85,122.11
320,en,122.59,122.74
321,eens,122.74,122.93
322,kijk,122.93,123.29
323,hoe,123.35,123.44
324,mijn,123.44,123.61
325,broers,123.61,123.9
326,het,123.9,123.93
327,maken,123.99,124.38
328,Toen,126.79,126.92
329,hij,126.92,127.02
330,aankwam,127.02,127.63
331,hadden,127.68,127.88
332,zijn,127.88,128.09
333,broers,128.09,128.5
334,van,128.5,128.61
335,hun,128.61,128.75
336,zilver,128.75,129.1
337,en,129.1,129.18
338,goud,129.18,129.57
339,een,129.57,129.62
340,mooi,129.62,129.82
341,huis,129.82,130.08
342,gebouwd,130.08,130.53
343,en,130.99,131.06
344,leefden,131.06,131.4
345,een,131.4,131.52
346,leventje,131.52,132.03
347,van,132.03,132.18
348,vrolijke,132.18,132.6
349,Frans,132.6,133.13
350,Hij,134.54,134.63
351,ging,134.63,134.89
352,bij,134.89,134.97
353,hen,134.97,135.11
354,naarbinnen,135.11,135.58
355,Maar,136.09,136.25
356,omdat,136.25,136.52
357,hij,136.52,136.82
358,in,136.82,136.91
359,een,136.91,136.97
360,versleten,136.97,137.42
361,jas,137.42,137.71
362,was,137.71,138.05
363,een,138.18,138.21
364,schunnig,138.21,138.64
365,hoedje,138.64,138.9
366,op,138.9,139.02
367,zijn,139.02,139.18
368,hoofd,139.18,139.5
369,had,139.5,139.73
370,en,140.01,140.14
371,de,140.14,140.26
372,oude,140.26,140.61
373,ransel,140.61,141.06
374,om,141.06,141.33
375,wilden,141.69,141.97
376,zij,141.97,142.12
377,hem,142.12,142.25
378,niet,142.25,142.44
379,voor,142.44,142.64
380,hun,142.64,142.73
381,broeder,142.73,143.01
382,erkennen,143.01,143.54
383,Zij,144.98,145.07
384,spotten,145.07,145.48
385,en,145.48,145.58
386,zeiden,145.58,145.99
387,geef,146.75,146.93
388,jij,146.93,147.13
389,je,147.13,147.18
390,uit,147.18,147.4
391,voor,147.4,147.55
392,onze,147.55,147.82
393,broeder,147.82,148.22
394,die,148.49,148.59
395,zilver,148.59,149.01
396,en,149.01,149.1
397,goud,149.1,149.41
398,verwierp,149.41,149.91
399,en,149.91,150.06
400,een,150.06,150.11
401,groter,150.11,150.47
402,geluk,150.47,150.79
403,zocht,150.79,151.22
404,Nee,151.51,152.13
405,die,152.52,152.62
406,komt,152.62,152.84
407,zeker,152.84,153.2
408,in,153.2,153.3
409,volle,153.3,153.55
410,pracht,153.55,153.92
411,als,153.97,154.29
412,een,154.56,154.8
413,machtige,154.8,155.22
414,koning,155.27,155.64
415,aangereden,155.64,156.3
416,en,156.63,156.77
417,niet,156.77,157.06
418,als,157.06,157.22
419,een,157.22,157.32
420,bedelaar,157.32,158.0
421,En,158.6,158.71
422,zij,158.71,158.86
423,joegen,158.86,159.17
424,hem,159.17,159.36
425,de,159.36,159.49
426,deur,159.49,159.72
427,uit,159.72,160.07
428,Toen,161.41,161.53
429,werd,161.53,161.68
430,hij,161.68,161.75
431,kwaad,161.8,162.18
432,en,162.38,162.49
433,hij,162.49,162.53
434,klopte,162.53,162.86
435,zo,162.86,163.2
436,lang,163.2,163.4
437,op,163.4,163.52
438,zijn,163.52,163.64
439,ransel,163.64,164.14
440,tot,164.39,164.55
441,er,164.55,164.64
442,honderdvijftig,164.64,165.38
443,man,165.38,165.66
444,in,165.66,165.78
445,’t,165.78,165.83
446,gelid,165.83,166.13
447,voor,166.13,166.31
448,hem,166.31,166.39
449,stonden,166.39,166.71
450,Hij,168.73,168.84
451,gebood,168.84,169.4
452,hun,169.4,169.51
453,het,169.51,169.56
454,huis,169.56,169.85
455,van,169.85,170.02
456,zijn,170.02,170.18
457,broeders,170.18,170.52
458,te,170.52,170.55
459,omsingelen,170.55,171.13
460,En,171.46,171.6
461,twee,171.65,171.99
462,zouden,171.99,172.34
463,er,172.34,172.44
464,hazelroeden,172.44,173.1
465,meenemen,173.1,173.63
466,en,173.86,173.97
467,de,173.97,174.04
468,overmoedige,174.04,174.7
469,rakkers,174.7,175.07
470,de,175.07,175.13
471,huid,175.13,175.46
472,van,175.46,175.61
473,hun,175.61,175.81
474,rug,175.81,176.06
475,zolang,176.29,176.81
476,warm,176.81,177.04
477,striemen,177.04,177.44
478,tot,177.88,178.03
479,zij,178.03,178.28
480,wisten,178.28,178.59
481,wie,178.59,178.71
482,hij,178.71,178.87
483,was,178.87,179.25
484,Er,181.28,181.35
485,kwam,181.35,181.6
486,een,181.6,181.67
487,hevig,181.67,182.04
488,opstootje,182.04,182.8
489,De,183.29,183.42
490,mensen,183.42,183.77
491,liepen,183.77,184.01
492,te,184.01,184.15
493,hoop,184.15,184.52
494,om,184.76,184.88
495,de,184.88,184.97
496,twee,184.97,185.18
497,mannen,185.18,185.49
498,in,185.49,185.67
499,hun,185.67,185.81
500,nood,185.81,186.05
501,te,186.05,186.14
502,hulp,186.29,186.53499
503,te,186.53499,186.62998
504,komen,186.62998,187.07
505,Maar,187.48,187.65
506,zij,187.65,187.75
507,konden,187.8,188.16
508,tegen,188.16,188.37
509,de,188.37,188.41
510,soldaten,188.41,188.93
511,niets,188.93,189.12
512,uitrichten,189.12,189.77
513,Er,190.83,190.93
514,werd,190.93,191.04
515,melding,191.04,191.39
516,van,191.39,191.57
517,het,191.57,191.63
518,geval,191.63,191.95
519,gemaakt,191.95,192.39
520,aan,192.39,192.46
521,de,192.46,192.52
522,koning,192.52,193.0
523,Hij,193.49,193.68
524,ergerde,193.68,194.13
525,zich,194.13,194.41
526,en,194.65,194.75
527,liet,194.75,194.94
528,een,194.94,194.99
529,kapitein,194.99,195.6
530,met,195.6,195.75
531,zijn,195.75,195.89
532,manschappen,195.89,196.4
533,uitrukken,196.4,197.04
534,Maar,198.08,198.24
535,de,198.24,198.31
536,man,198.31,198.44
537,met,198.44,198.6
538,de,198.6,198.63
539,ransel,198.63,199.09
540,had,199.36,199.5
541,dadelijk,199.5,199.96
542,meer,199.96,200.05
543,manschappen,200.05,200.63
544,bijeen,200.63,200.98
545,en,200.98,201.04
546,sloeg,201.04,201.36
547,de,201.36,201.53
548,kapitein,201.53,202.09
549,met,202.09,202.27
550,de,202.27,202.3
551,zijnen,202.3,202.63
552,terug,202.63,203.0
553,dat,203.34,203.51
554,ze,203.51,203.61
555,met,203.61,203.79
556,bloedneuzen,203.79,204.4
557,moesten,204.4,204.68
558,vertrekken,204.68,205.2
559,De,206.07,206.1
560,koning,206.48,206.85
561,zei,206.85,207.21
562,wij,207.59,207.84
563,zullen,207.84,208.15
564,die,208.15,208.25
565,landloper,208.25,208.88
566,toch,208.88,209.09
567,wel,209.09,209.24
568,klein,209.24,209.66
569,krijgen,209.66,210.18
570,En,210.99,211.14
571,hij,211.14,211.31
572,beval,211.31,211.68499
573,een,211.68499,211.92
574,nog,211.92,212.13
575,grotere,212.13,212.51
576,schare,212.51,213.0
577,tegen,213.0,213.31
578,hem,213.31,213.4
579,op,213.4,213.59
580,te,213.59,213.71
581,rukken,213.71,214.08
582,Maar,215.23,215.39
583,die,215.39,215.49
584,kon,215.49,215.7
585,nog,215.7,215.84
586,minder,215.91,216.15
587,uitrichten,216.15,216.71
588,want,217.05,217.21
589,hij,217.21,217.29
590,zette,217.29,217.59
591,er,217.59,217.72
592,nog,217.72,218.07
593,veel,218.07,218.31
594,meer,218.31,218.47
595,volk,218.47,218.75499
596,tegenover,218.75499,219.44
597,En,220.68,220.76
598,daarna,220.76,221.23
599,draaide,221.23,221.6
600,hij,221.6,221.75
601,nog,221.75,221.86
602,driemaal,221.86,222.32
603,zijn,222.32,222.48
604,hoedje,222.48,222.74
605,op,222.74,222.9
606,zijn,222.9,223.06
607,hoofd,223.06,223.33
608,rond,223.33,223.61
609,Toen,224.37,224.53
610,begon,224.53,224.79
611,het,224.79,224.89
612,zware,224.89,225.19
613,geschut,225.19,225.55
614,te,225.55,225.61
615,spelen,225.61,226.04
616,En,226.57,226.73
617,al,226.9,227.33
618,’s,227.33,227.46
619,konings,227.46,227.89
620,soldaten,227.89,228.57
621,werden,228.57,228.73
622,verslagen,228.73,229.38
623,en,229.38,229.49
624,op,229.49,229.64
625,de,229.64,229.71
626,vlucht,229.71,230.0
627,gejaagd,230.0,230.5
628,Nu,233.75,233.93
629,maak,233.93,234.2
630,ik,234.2,234.27
631,geen,234.35,234.58
632,vrede,234.58,235.18
633,zei,235.7,235.98
634,hij,235.98,236.31
635,voordat,237.01,237.37
636,de,237.37,237.4
637,koning,237.46,237.84
638,mij,237.84,237.98
639,zijn,237.98,238.18
640,dochter,238.18,238.45
641,tot,238.45,238.65
642,vrouw,238.65,238.93
643,geeft,238.93,239.34
644,en,239.61,239.73
645,ik,239.82,240.03
646,in,240.08,240.22
647,zijn,240.22,240.54
648,naam,240.54,240.83
649,het,240.83,240.92
650,gehele,240.97,241.38
651,rijk,241.38,241.61
652,mag,241.7,241.87
653,regeren,241.87,242.45
654,Moeten,243.72,244.09
655,is,244.09,244.28
656,dwang,244.28,244.69
657,zei,244.96,245.16
658,de,245.16,245.22
659,koning,245.22,245.63
660,tegen,245.63,245.88
661,zijn,245.88,246.05
662,dochter,246.05,246.42
663,Wat,246.95,247.11499
664,kan,247.11499,247.28
665,ik,247.28,247.4
666,anders,247.4,247.81
667,doen,247.81,248.02
668,dan,248.02,248.14
669,hem,248.14,248.28
670,zijn,248.28,248.4
671,zin,248.4,248.69
672,geven,248.74,249.22
673,Wil,249.55,249.67
674,ik,249.67,249.76
675,vrede,249.76,250.14
676,hebben,250.14,250.41
677,en,250.41,250.45
678,de,250.45,250.53
679,kroon,250.53,250.88
680,op,250.88,250.97
681,mijn,250.97,251.07
682,hoofd,251.07,251.37
683,houden,251.37,251.76
684,dan,252.23,252.3
685,zit,252.3,252.55
686,er,252.55,252.59
687,niets,252.59,252.81
688,anders,252.81,253.12
689,op,253.12,253.28499
690,dan,253.28499,253.39
691,dat,253.39,253.51
692,hij,253.51,253.66
693,je,253.66,253.76
694,krijgt,253.81,254.16
695,De,256.37,256.49
696,bruiloft,256.49,256.94
697,werd,256.94,257.08
698,gevierd,257.08,257.56
699,Maar,257.86,257.95
700,de,257.95,258.01
701,prinses,258.01,258.5
702,was,258.5,258.64
703,verdrietig,258.64,259.22
704,omdat,259.31,259.62
705,haar,259.62,259.73
706,gemaal,259.73,260.15
707,maar,260.15,260.28
708,een,260.28,260.31
709,gewoon,260.31,260.75
710,man,260.75,261.02
711,was,261.02,261.31
712,met,261.55,261.67
713,een,261.67,261.7
714,schunnig,261.7,262.14499
715,hoedje,262.14499,262.4
716,op,262.4,262.67
717,en,262.98,263.08
718,een,263.08,263.17
719,oude,263.17,263.49
720,ransel,263.49,263.95
721,om,263.95,264.13
722,Zij,265.06,265.13
723,was,265.57,265.8
724,graag,265.8,266.1
725,weer,266.15,266.29
726,van,266.29,266.43
727,hem,266.43,266.53
728,af,266.53,266.68
729,geweest,266.73,267.16
730,En,267.26,267.43
731,dag,267.43,267.73
732,en,267.73,267.84
733,nacht,267.84,268.09
734,gingen,268.19,268.41
735,haar,268.41,268.62
736,gedachten,268.62,269.05
737,over,269.05,269.39
738,een,269.39,269.42
739,middel,269.42,269.72
740,Toen,271.69,271.89
741,dacht,271.89,272.1
742,zij,272.1,272.39
743,zouden,272.77,273.07
744,zijn,273.07,273.32
745,wonderkrachten,273.32,273.98
746,misschien,273.98,274.3
747,in,274.3,274.36
748,zijn,274.36,274.52
749,ransel,274.52,274.9
750,steken,274.9,275.39
751,En,275.96,275.99
752,zij,276.31,276.47
753,stelde,276.47,276.82
754,zich,276.82,277.02499
755,erg,277.02499,277.3
756,vriendelijk,277.3,277.76
757,aan,277.76,278.12
758,en,278.12,278.28
759,liefkoosde,278.28,278.91
760,hem,278.91,279.25
761,en,279.32,279.38
762,zei,279.38,279.81
763,Als,280.57,280.65
764,je,280.65,280.77
765,toch,280.97,281.15
766,die,281.15,281.29
767,lelijke,281.29,281.71
768,ransel,281.76,282.07
769,maar,282.07,282.21
770,afleggen,282.21,282.7
771,wilde,282.7,283.07
772,Hij,283.46,283.59
773,ontsiert,283.59,284.08
774,je,284.08,284.13
775,zo,284.13,284.54
776,dat,284.87,285.01
777,ik,285.01,285.13
778,mij,285.19,285.29
779,soms,285.29,285.53
780,voor,285.53,285.65
781,je,285.65,285.72
782,schamen,285.72,286.21
783,moet,286.21,286.56
784,Lieve,288.57,288.82
785,kind,288.89,289.21
786,antwoordde,289.21,289.7
787,hij,289.7,289.91
788,Die,290.2,290.35
789,ransel,290.35,290.74
790,is,290.74,290.88
791,mijn,290.88,291.0
792,grootste,291.0,291.44
793,schat,291.44,291.9
794,Zolang,292.37,292.66
795,ik,292.66,292.82
796,hem,292.82,292.97
797,heb,292.97,293.21
798,behoef,293.56,293.82
799,ik,293.82,293.91
800,voor,293.91,294.05
801,geen,294.05,294.24
802,macht,294.24,294.54
803,ter,294.6,294.72
804,wereld,294.72,295.01
805,bang,295.01,295.22
806,te,295.22,295.32
807,zijn,295.32,295.63
808,En,296.33,296.45
809,hij,296.45,296.63499
810,vertelde,296.63499,297.08
811,haar,297.08,297.36
812,welke,297.36,297.75
813,de,297.75,297.82
814,wonderkracht,297.82,298.4
815,was,298.4,298.8
816,Toen,299.99,300.16
817,viel,300.16,300.39
818,zij,300.39,300.54
819,hem,300.54,300.63
820,om,300.63,300.79
821,de,300.79,300.84
822,hals,300.84,301.27
823,of,301.49,301.61
824,zij,301.61,301.77
825,hem,301.77,301.9
826,wilde,301.9,302.09
827,kussen,302.19,302.53
828,maar,302.92,303.05
829,nam,303.05,303.23
830,hem,303.23,303.35
831,tegelijk,303.35,303.88
832,handig,303.88,304.23
833,de,304.23,304.33
834,ransel,304.33,304.67
835,van,304.67,304.78
836,de,304.78,304.85
837,schouder,304.85,305.37
838,en,305.65,305.8
839,liep,305.8,305.97
840,er,305.97,306.01
841,mee,306.01,306.17
842,weg,306.17,306.45
843,Toen,306.98,307.07
844,zij,308.62,308.87
845,nu,308.87,309.01
846,alleen,309.01,309.31
847,was,309.31,309.51
848,klopte,309.51,309.84
849,zij,309.84,310.03
850,erop,310.03,310.29
851,en,310.36,310.49
852,beval,310.49,310.86
853,de,310.86,310.89
854,soldaten,310.89,311.5
855,dat,311.79,311.9
856,zij,311.9,312.08
857,hun,312.08,312.22
858,vorige,312.22,312.58
859,meester,312.58,312.97
860,moesten,312.97,313.25
861,gevangen,313.25,313.65
862,nemen,313.65,313.96
863,en,314.26,314.38
864,uit,314.38,314.54
865,het,314.54,314.59
866,paleis,314.67,315.12
867,wegbrengen,315.12,315.67
868,Zij,316.56,316.78
869,gehoorzaamden,316.78,317.61
870,En,317.93,318.01
871,de,318.01,318.07
872,valse,318.07,318.48
873,vrouw,318.48,318.82
874,liet,318.82,319.04
875,nog,319.04,319.32
876,meer,319.32,319.41
877,manschappen,319.41,319.92
878,volgen,319.92,320.36
879,die,320.82,320.92
880,hem,320.92,321.03
881,over,321.03,321.24
882,de,321.24,321.3
883,grenzen,321.3,321.69
884,moesten,321.69,321.96
885,jagen,321.96,322.39
886,Nu,324.41,324.52
887,zou,324.52,324.74
888,hij,324.74,325.01
889,verloren,325.01,325.45
890,zijn,325.45,325.7
891,geweest,325.7,326.18
892,zonder,326.54,326.85
893,zijn,326.85,327.11
894,hoedje,327.11,327.44
895,Toen,328.49,328.62
896,zijn,328.62,328.82
897,handen,328.82,329.13
898,even,329.13,329.33
899,vrij,329.33,329.68
900,kwamen,329.68,330.08
901,draaide,330.08,330.57
902,hij,330.57,330.82
903,het,330.93,331.08
904,een,331.08,331.11
905,paar,331.21,331.43
906,maal,331.43,331.61
907,rond,331.61,331.9
908,En,332.24,332.38
909,daar,332.38,332.67
910,begon,332.67,332.92
911,het,332.92,333.02
912,geschut,333.02,333.45
913,te,333.45,333.51
914,donderen,333.51,333.93
915,en,334.17,334.25
916,sloeg,334.25,334.56
917,alles,334.62,334.98
918,neer,334.98,335.28
919,en,335.59,335.7
920,de,335.7,335.78
921,prinses,335.78,336.34
922,moest,336.34,336.65
923,zelve,336.65,336.99
924,komen,336.99,337.45
925,en,337.96,338.08
926,om,338.08,338.17
927,genade,338.17,338.6
928,vragen,338.6,339.07
929,En,340.65,340.78
930,toen,340.78,340.9
931,zij,340.9,341.07
932,zo,341.07,341.5
933,roerend,341.5,341.91
934,smeekte,341.91,342.48
935,en,342.92,343.02
936,beloofde,343.02,343.43
937,zich,343.43,343.69
938,te,343.76,343.83
939,beteren,343.83,344.36
940,liet,344.82,344.99
941,hij,344.99,345.03
942,zich,345.03,345.2
943,overhalen,345.2,345.89
944,en,345.89,346.08
945,maakte,346.08,346.42499
946,vrede,346.42499,346.85
947,Zij,347.92,348.06
948,gedroeg,348.06,348.4
949,zich,348.4,348.56
950,heel,348.56,348.73
951,vriendelijk,348.73,349.29
952,en,349.59,349.66
953,stelde,349.66,350.04
954,zich,350.04,350.23
955,aan,350.23,350.54
956,of,350.54,350.62
957,zij,350.62,350.75
958,hem,350.75,350.89
959,heel,350.89,351.1
960,lief,351.1,351.32
961,had,351.32,351.56
962,En,351.95,352.0
963,na,352.0,352.17
964,een,352.17,352.23
965,poosje,352.23,352.69
966,had,352.69,352.91
967,zij,352.91,353.07
968,hem,353.07,353.32499
969,zo,353.32499,353.73
970,behekst,353.73,354.16
971,dat,354.69,354.86
972,hij,354.86,354.98
973,haar,354.98,355.12
974,vertelde,355.12,355.65
975,hoe,355.65,355.78
976,iemand,355.86,356.24
977,die,356.24,356.44
978,hem,356.44,356.54
979,de,356.54,356.62
980,ransel,356.62,357.0
981,afhandig,357.0,357.43
982,maakte,357.43,357.73
983,toch,357.83,357.96
984,nog,357.96,358.08
985,niets,358.08,358.25
986,kon,358.25,358.44499
987,uitrichten,358.44499,359.06
988,zolang,359.37,359.75
989,hij,359.75,359.96
990,het,359.96,360.0
991,oude,360.0,360.26
992,hoedje,360.32,360.57
993,nog,360.57,360.77
994,had,360.77,361.01
995,Toen,362.02,362.14
996,zij,362.14,362.39
997,dat,362.39,362.53
998,geheim,362.53,362.86
999,kende,362.96,363.24
1000,wachtte,363.59,363.92
1001,zij,363.92,364.24
1002,tot,364.3,364.43
1003,hij,364.43,364.61
1004,was,364.61,364.76499
1005,ingeslapen,364.76499,365.53
1006,en,366.04,366.14
1007,nam,366.14,366.32
1008,toen,366.32,366.47
1009,zijn,366.47,366.64
1010,hoedje,366.64,366.96
1011,weg,366.96,367.22
1012,en,367.7,367.8
1013,liet,367.8,368.0
1014,het,368.0,368.11
1015,op,368.11,368.17
1016,de,368.25,368.31
1017,straat,368.31,368.68
1018,gooien,368.68,368.99
1019,Maar,370.11,370.26
1020,nu,370.26,370.42
1021,was,370.42,370.6
1022,het,370.6,370.69
1023,hoorntje,370.69,371.12
1024,er,371.12,371.22
1025,nog,371.22,371.54
1026,En,371.77,371.93
1027,in,372.03,372.21
1028,zijn,372.21,372.61
1029,woede,372.61,372.97
1030,blies,373.04,373.34
1031,hij,373.34,373.39
1032,erop,373.39,373.76
1033,met,373.76,373.89
1034,al,373.89,374.08
1035,zijn,374.08,374.27
1036,kracht,374.32,374.84
1037,Toen,375.54,375.73
1038,viel,375.73,375.94
1039,alles,375.94,376.37
1040,ineen,376.37,376.91
1041,Muren,377.39,377.94
