,word,onset,offset
193,het,68.13,68.17
194,hem,68.17,68.33
195,ook,68.33,68.52
196,in,68.52,68.6
197,de,68.6,68.66
198,gedachten,68.66,69.1
199,komen,69.1,69.47
200,te,69.74,69.84
201,wensen,69.84,70.26
202,zelf,70.52,70.81
203,zo,70.81,71.02
204,mooi,71.02,71.27
205,te,71.27,71.41
206,zijn,71.41,71.72
207,Het,72.57,72.74
208,zou,72.74,72.92
209,al,72.92,73.02
210,blij,73.02,73.24
211,geweest,73.24,73.61
212,zijn,73.61,73.82
213,als,74.14,74.3
214,de,74.3,74.38
215,eenden,74.38,74.78
216,hem,74.83,74.98
217,maar,74.98,75.09
218,in,75.09,75.25
219,haar,75.25,75.38
220,midden,75.38,75.63
221,geduld,75.63,76.0
222,hadden,76.0,76.3
223,Dat,76.69,76.86
224,arme,76.97,77.36
225,leelijke,77.6,78.06
226,beest,78.06,78.46
227,Het,80.08,80.21
228,werd,80.21,80.39
229,winter,80.39,80.73
230,Het,81.54,81.59
231,was,81.59,81.77
232,koud,81.84,82.17
233,Snerpend,82.54,83.19
234,koud,83.24,83.56
235,Het,84.2,84.35
236,eendje,84.35,84.75
237,moest,84.95,85.16
238,in,85.16,85.22
239,het,85.22,85.32
240,water,85.32,85.66
241,rondzwemmen,85.66,86.27
242,om,86.51,86.62
243,te,86.62,86.75
244,maken,86.75,87.16
245,dat,87.38,87.52
246,dit,87.52,87.61
247,niet,87.61,87.77
248,helemaal,87.77,88.06
249,dichtvroor,88.06,88.72
250,Maar,89.31,89.4
251,met,89.4,89.52
252,iedere,89.61,89.89
253,nacht,89.89,90.25
254,werd,90.25,90.36
255,het,90.36,90.49
256,gat,90.49,90.83
257,waarin,91.03,91.28
258,het,91.28,91.39
259,zwom,91.39,91.72
260,al,92.01,92.11
261,kleiner,92.21,92.72
262,en,92.77,92.92
263,kleiner,92.97,93.43
264,Het,94.14,94.29
265,vroor,94.29,94.85
266,dat,94.85,95.01
267,het,95.01,95.09
268,kraakte,95.15,95.65
269,Het,96.31,96.45
270,eendje,96.45,96.83
271,moest,97.01,97.15
272,voortdurend,97.15,97.67
273,zijn,97.67,97.84
274,poten,97.84,98.15
275,gebruiken,98.15,98.67
276,opdat,98.95,99.21
277,het,99.21,99.3
278,gat,99.3,99.52
279,niet,99.63,99.79
280,geheel,99.79,100.08
281,dicht,100.08,100.31
282,zou,100.31,100.42
283,gaan,100.42,100.77
284,Eindelijk,101.8,102.25
285,werd,102.48,102.64
286,het,102.64,102.72
287,moede,102.72,103.05
288,bleef,103.52,103.75
289,doodstil,103.81,104.3
290,liggen,104.3,104.64
291,en,105.05,105.14
292,vroor,105.14,105.54
293,in,105.54,105.6
294,het,105.6,105.7
295,ijs,105.76,106.0
296,vast,106.0,106.42
297,s,107.55,107.66
298,Morgens,107.66,108.01
299,vroeg,108.01,108.31
300,kwam,108.75,108.94
301,er,108.94,109.0
302,een,109.0,109.12
303,boer,109.12,109.35
304,voorbij,109.35,109.8
305,Toen,110.73,110.93
306,hij,110.93,111.08
307,het,111.08,111.13
308,eendje,111.19,111.53
309,zag,111.53,111.87
310,ging,112.15,112.34
311,hij,112.34,112.45
312,er,112.45,112.48
313,heen,112.48,112.84
314,trapte,113.33,113.65
315,het,113.65,113.72
316,ijs,113.72,113.93
317,met,113.93,114.06
318,zijn,114.06,114.26
319,klomp,114.26,114.54
320,aan,114.54,114.65
321,stukken,114.65,115.04
322,en,115.35,115.51
323,bracht,115.51,115.79
324,het,115.79,115.87499
325,dier,115.87499,116.06
326,naar,116.06,116.23
327,zijn,116.23,116.4
328,vrouw,116.4,116.66
329,toe,116.66,116.87
330,Daar,117.72,117.98
331,kwam,118.07,118.23
332,het,118.23,118.33
333,weer,118.33,118.46
334,bij,118.46,118.75
335,De,119.86,119.95
336,kinderen,119.95,120.41
337,wilden,120.6,120.8
338,met,120.8,120.96
339,hem,120.96,121.06
340,spelen,121.06,121.52
341,Maar,122.04,122.12
342,het,122.12,122.19
343,eendje,122.19,122.49
344,dacht,122.49,122.69
345,dat,122.9,123.06
346,zij,123.06,123.15
347,hem,123.15,123.23
348,kwaad,123.23,123.52
349,wilden,123.52,123.75
350,doen,123.75,123.97
351,en,124.28,124.36
352,vloog,124.36,124.72
353,in,124.72,124.81
354,zijn,124.81,124.95
355,angst,124.95,125.22
356,juist,125.49,125.82
357,in,125.82,125.89
358,het,125.89,125.96
359,melkvat,125.96,126.46
360,zodat,126.71,126.96
361,de,126.96,127.0
362,melk,127.0,127.33
363,overal,127.5,127.99
364,in,127.99,128.07
365,de,128.07,128.1
366,kamer,128.1,128.39
367,rondspatte,128.39,128.99
368,De,130.01,130.14
369,vrouw,130.14,130.58
370,sloeg,130.58,130.81
371,de,130.81,130.92
372,handen,130.92,131.22
373,in,131.22,131.33
374,elkaar,131.33,131.75
375,Waarop,132.37,132.73
376,het,132.73,132.84
377,eerst,132.84,133.19
378,in,133.19,133.25
379,het,133.25,133.34
380,botervat,133.34,133.87
381,en,134.22,134.44
382,toen,134.44,134.68
383,in,134.75,134.84
384,de,134.84,134.9
385,meelton,134.9,135.37
386,vloog,135.37,135.78
387,Wat,136.64,136.86
388,zag,136.86,137.14
389,het,137.14,137.31
390,er,137.31,137.38
391,nu,137.38,137.51
392,uit,137.51,137.81
393,De,138.47,138.58
394,vrouw,138.58,138.9
395,schreeuwde,138.9,139.58
396,en,139.64,139.69
397,sloeg,139.69,140.12499
398,met,140.12499,140.27
399,de,140.27,140.38
400,tang,140.38,140.59
401,naar,140.59,140.74
402,het,140.74,140.82
403,arme,140.82,141.08
404,beest,141.08,141.45
405,De,141.88,141.97
406,kinderen,142.03,142.41
407,liepen,142.62,142.83
408,elkaar,142.83,143.14
409,omver,143.14,143.56
410,om,143.72,143.85
411,het,143.85,143.93
412,eendje,143.93,144.22
413,te,144.22,144.33
414,pakken,144.33,144.64
415,Zij,145.05,145.18
416,lachten,145.18,145.73
417,en,145.73,145.8
418,schreeuwden,145.8,146.47
419,Het,147.02,147.05
420,was,147.22,147.36
421,gelukkig,147.36,147.8
422,dat,147.93,148.09
423,de,148.09,148.15
424,deur,148.15,148.43
425,openstond,148.43,148.97
426,en,149.31,149.43
427,dat,149.43,149.59
428,het,149.59,149.72
429,tussen,149.72,149.92
430,de,149.92,150.07
431,takken,150.07,150.38
432,in,150.57,150.7
433,de,150.7,150.77
434,vers,150.77,151.02
435,gevallen,151.02,151.34
436,sneeuw,151.34,151.62
437,kon,151.62,151.78
438,sluipen,151.78,152.24
439,Daar,152.94,153.23
440,bleef,153.48,153.7
441,het,153.7,153.78
442,geheel,153.78,154.27
443,uitgeput,154.4,154.96
444,liggen,154.96,155.33
445,Maar,156.61,156.86
446,al,156.93,157.24
447,de,157.24,157.35
448,nood,157.35,157.85
449,en,157.91,158.06
450,de,158.06,158.09
451,ellende,158.09,158.65
452,welke,158.93,159.15
453,het,159.15,159.26
454,eendje,159.33,159.69
455,in,159.69,159.87
456,die,159.87,160.07
457,strenge,160.07,160.55
458,winter,160.55,160.86
459,moest,160.86,161.12
460,doorstaan,161.12,161.7
461,te,161.98,162.06
462,vertellen,162.06,162.58
463,zou,162.96,163.17
464,te,163.3,163.46
465,akelig,163.46,163.95
466,zijn,163.95,164.21
467,Het,165.4,165.55
468,lag,165.55,165.82
469,in,165.82,165.94
470,het,165.94,166.06
471,moeras,166.06,166.51
472,tussen,166.66,166.89
473,het,166.89,167.01
474,riet,167.01,167.25
475,toen,167.78,168.0
476,de,168.0,168.03
477,zon,168.03,168.31
478,weer,168.41,168.54
479,warm,168.54,168.8
480,begon,168.8,169.07
481,te,169.07,169.15
482,schijnen,169.15,169.64
483,De,170.36,170.45
484,leeuweriken,170.45,171.0
485,zongen,171.0,171.37
486,Het,171.89,172.02
487,was,172.02,172.13
488,lente,172.2,172.48
489,geworden,172.48,172.93
490,Nu,174.16,174.38
491,kon,174.54,174.69
492,het,174.69,174.79
493,eendje,174.84,175.18
494,opeens,175.18,175.61
495,zijn,175.61,175.73
496,vleugels,175.73,176.16
497,uitslaan,176.16,176.68
498,Deze,177.23,177.52
499,klapten,177.62,178.15
500,luider,178.15,178.46
501,dan,178.46,178.6
502,vroeger,178.6,178.96
503,en,179.34,179.48
504,droegen,179.48,179.79
505,hem,179.79,179.88
506,krachtig,179.95,180.34
507,van,180.34,180.51
508,daar,180.51,180.78
509,En,181.4,181.58
510,voordat,181.58,182.02
511,het,182.02,182.13499
512,beest,182.13499,182.45
513,het,182.45,182.54
514,recht,182.54,182.81
515,wist,182.81,183.06
516,bevond,183.42,183.76
517,het,183.76,183.89
518,zich,183.89,184.06
519,in,184.06,184.14
520,een,184.14,184.18
521,grote,184.18,184.65
522,tuin,184.65,185.03
523,waarin,185.36,185.61
524,de,185.61,185.68
525,vlierboomen,185.68,186.3
526,geurden,186.3,186.81
527,en,187.1,187.21
528,hun,187.21,187.39
529,lange,187.39,187.65
530,groene,187.65,188.07
531,takken,188.07,188.42
532,tot,188.63,188.79
533,in,188.79,188.87
534,het,188.87,188.96
535,water,188.96,189.31
536,neerbogen,189.31,189.98
537,O,190.78,191.26
538,hier,191.26,191.4
539,was,191.4,191.52
540,het,191.52,191.65
541,zo,191.65,192.1
542,schoon,192.1,192.57
543,Zo,192.97,193.33
544,heerlijk,193.33,193.78
545,En,194.58,194.74
546,uit,194.8,195.03
547,het,195.03,195.12
548,geboomte,195.12,195.66
549,kwamen,195.91,196.14
550,eensklaps,196.14,196.66
551,drie,196.89,197.12
552,prachtige,197.22,197.79
553,witte,197.79,198.03
554,zwanen,198.03,198.42
555,te,198.42,198.51
556,voorschijn,198.51,199.14
557,Zij,199.7,199.8
558,klapten,199.88,200.27
559,met,200.27,200.4
560,hun,200.4,200.49
561,vleugels,200.49,200.99
562,en,201.22,201.36
563,zwommen,201.36,201.7
564,fier,201.7,202.12
565,in,202.12,202.18
566,het,202.18,202.3
567,water,202.3,202.67
568,Het,203.44,203.57
569,eendje,203.57,203.93
570,kende,204.21,204.47
571,die,204.47,204.57
572,prachtige,204.57,204.98
573,beesten,204.98,205.47
574,en,205.68,205.79
575,werd,205.79,205.94
576,door,205.94,206.11
577,een,206.11,206.21
578,eigenaardige,206.27,206.99
579,treurigheid,207.06,207.58
580,aangegrepen,207.58,208.3
581,Ik,209.74,209.9
582,zal,209.9,210.07
583,naar,210.07,210.29
584,hen,210.29,210.36
585,toe,210.36,210.53
586,vliegen,210.53,210.93
587,Naar,211.3,211.37
588,die,211.37,211.48
589,koninklijke,211.55,212.06
590,vogels,212.06,212.6
591,Maar,213.4,213.52
592,zij,213.52,213.61
593,zullen,213.61,213.8
594,mij,213.8,213.94
595,doden,213.94,214.38
596,omdat,214.69,214.93
597,ik,214.93,215.09
598,die,215.3,215.44
599,zo,215.44,215.64
600,lelijk,215.64,215.98
601,ben,216.03,216.25
602,mij,216.51,216.68
603,in,216.68,216.78
604,hun,216.78,216.88
605,nabijheid,216.88,217.5
606,durf,217.5,217.7
607,wagen,217.7,218.16
608,Maar,218.99,219.2
609,dat,219.6,219.74
610,doet,219.74,219.9
611,er,219.9,219.95
612,niet,219.95,220.1
613,toe,220.1,220.27
614,Het,220.76,220.81
615,is,220.81,220.92
616,beter,220.97,221.33
617,door,221.54,221.69
618,hen,221.69,221.9
619,gedood,221.9,222.36
620,dan,222.7,222.91
621,door,222.91,223.04
622,de,223.04,223.12
623,eenden,223.23,223.53
624,gebeten,223.53,224.11
625,door,224.43,224.52
626,de,224.52,224.6
627,kippen,224.69,224.94
628,gepikt,224.94,225.48
629,door,225.9,226.01
630,de,226.01,226.08
631,meid,226.08,226.42
632,die,226.68,226.86
633,aan,226.86,226.95
634,de,226.95,227.02
635,kippen,227.1,227.32
636,eten,227.32,227.62
637,geeft,227.62,227.97
638,geschopt,228.21,228.67
639,te,228.67,228.76
640,worden,228.76,229.07
641,en,229.39,229.54
642,in,229.54,229.66
643,de,229.66,229.73
644,winter,229.73,230.1
645,gebrek,230.36,230.74
646,te,230.74,230.89
647,lijden,230.89,231.22
648,En,232.59,232.77
649,het,232.88,232.96
650,snelde,232.96,233.29
651,naar,233.29,233.45
652,het,233.45,233.54
653,water,233.54,233.9
654,plofte,234.22,234.52
655,erin,234.52,234.85
656,en,235.1,235.22
657,zwom,235.22,235.51
658,naar,235.51,235.64
659,de,235.64,235.71
660,prachtige,235.71,236.22
661,zwanen,236.22,236.62
662,toe,236.62,236.8
663,Deze,237.56,237.82
664,zagen,237.82,238.16
665,hem,238.16,238.31
666,en,238.54,238.63
667,kwamen,238.63,238.86
668,met,238.86,239.02
669,klappende,239.08,239.53
670,vleugels,239.53,239.93
671,op,239.93,240.04
672,hem,240.04,240.15
673,af,240.15,240.42
674,Doodt,242.03,242.26
675,mij,242.26,242.39
676,maar,242.39,242.72
677,zei,243.14,243.26
678,het,243.26,243.35
679,arme,243.35,243.62
680,beest,243.62,243.99
681,boog,244.47,244.69
682,zijn,244.69,244.86
683,kop,244.86,245.06
684,voorover,245.06,245.55
685,en,245.76,245.87
686,verwachtte,245.87,246.27
687,niets,246.27,246.57
688,anders,246.57,246.87
689,dan,246.87,247.02
690,de,247.02,247.09
691,dood,247.09,247.37
692,Maar,248.55,248.89
693,wat,249.46,249.64
694,zag,249.64,249.75
695,het,249.75,249.92
696,nu,249.92,250.1
697,in,250.41,250.57
698,het,250.57,250.62
699,heldere,250.62,251.05
700,water,251.05,251.44
701,Het,252.22,252.38
702,zag,252.38,252.56
703,daarin,252.56,252.81
704,zijn,252.81,252.98
705,eigen,252.98,253.27
706,beeltenis,253.27,253.83
707,Niet,254.5,254.72
708,meer,254.72,254.92
709,die,254.92,255.12
710,van,255.12,255.31
711,een,255.31,255.5
712,logge,255.5,255.8
713,grauwe,256.0,256.55
714,lelijke,256.84,257.33
715,vogel,257.33,257.83
716,Maar,258.23,258.51
717,van,258.95,259.12
718,een,259.12,259.19
719,zwaan,259.19,259.67
720,Het,261.02,261.18
721,doet,261.18,261.33
722,er,261.33,261.37
723,niet,261.37,261.52
724,toe,261.52,261.69
725,door,261.97,262.11
726,een,262.11,262.19
727,eend,262.28,262.52
728,uitgebroed,262.57,263.11
729,te,263.11,263.2
730,worden,263.2,263.5
731,als,263.93,264.06499
732,men,264.06499,264.16
733,maar,264.16,264.42
734,uit,264.42,264.49
735,een,264.49,264.58
736,zwanenei,264.58,265.2
737,gekomen,265.2,265.7
738,is,265.7,265.95
739,Het,267.13,267.37
740,voelde,267.37,267.69
741,zich,267.69,267.81
742,nu,267.86,268.07
743,verheugd,268.14,268.72
744,over,268.72,268.99
745,al,269.08,269.3
746,de,269.3,269.39
747,nood,269.39,269.85
748,en,269.85,269.96
749,de,269.96,270.04
750,ontberingen,270.04,270.71
751,die,270.71,270.84
752,het,270.84,270.92
753,doorgestaan,270.92,271.48
754,had,271.48,271.66
755,Nu,272.45,272.77
756,erkende,272.84,273.35
757,het,273.41,273.48
758,eerst,273.48,273.71
759,recht,273.71,274.01
760,zijn,274.34,274.47
761,geluk,274.47,274.88
762,en,275.28,275.48
763,de,275.48,275.58
764,heerlijkheid,275.58,276.21
765,die,276.21,276.32
766,hem,276.32,276.43
767,omringde,276.43,276.93
768,En,277.78,277.9
769,de,277.9,277.96
770,zwanen,277.96,278.43
771,zwommen,278.67,278.99
772,om,278.99,279.15
773,hem,279.15,279.3
774,heen,279.3,279.56
775,en,279.88,279.99
776,streelden,279.99,280.43
777,hem,280.43,280.64
778,met,280.64,280.8
779,hun,280.8,280.93
780,snavels,280.93,281.59
781,Enige,282.41,282.72
782,kinderen,282.72,283.06
783,kwamen,283.06,283.36
784,de,283.36,283.48
785,tuin,283.48,283.71
786,inlopen,283.71,284.19
787,Ze,284.67,284.76
788,gooiden,284.76,285.06
789,brood,285.06,285.44499
790,en,285.44499,285.50998
791,gerst,285.50998,285.93
792,in,285.93,285.99
793,het,285.99,286.02
794,water,286.02,286.34
795,En,286.81,286.95
796,het,286.95,286.99
797,kleinste,287.04,287.43
798,riep,287.43,287.57
799,daar,288.58,288.75
800,is,288.75,288.87
801,een,288.87,288.98
802,nieuwe,288.98,289.22
803,zwaan,289.22,289.66
804,En,290.56,290.71
805,de,290.71,290.78
806,andere,290.78,291.15
807,kinderen,291.2,291.61
808,jubelden,291.61,291.97
809,mee,291.97,292.24
810,ja,293.03,293.35
811,er,293.58,293.69
812,is,293.69,293.8
813,een,293.8,293.84
814,nieuwe,293.84,294.13
815,bijgekomen,294.13,294.92
816,En,295.75,295.87
817,zij,295.87,296.0
818,klapten,296.07,296.41
819,in,296.41,296.61
820,de,296.61,296.64
821,handen,296.64,297.06
822,en,297.28,297.39
823,dansten,297.39,297.74
824,in,297.74,297.88
825,de,297.88,297.92
826,rondte,297.92,298.33
827,Liepen,298.79,299.01
828,naar,299.01,299.22
829,hun,299.22,299.28
830,ouders,299.28,299.62
831,toe,299.62,299.76
832,En,300.07,300.17
833,er,300.17,300.2
834,werd,300.2,300.32
835,brood,300.4,300.78
836,en,300.83,300.97
837,koek,300.97,301.2
838,in,301.2,301.28
839,het,301.28,301.36
840,water,301.36,301.63
841,geworpen,301.63,302.11
842,En,302.46,302.57
843,zij,302.57,302.64
844,zeiden,302.64,302.88
845,allemaal,302.88,303.37
846,die,304.14,304.28
847,nieuwe,304.28,304.68
848,is,304.87,305.02499
849,nog,305.02499,305.19
850,de,305.19,305.28
851,mooiste,305.28,305.83
852,Hij,306.19,306.31
853,is,306.31,306.49
854,zo,306.49,306.65
855,jong,306.65,306.96
856,en,307.25,307.34
857,ziet,307.34,307.52
858,er,307.52,307.63
859,zo,307.63,307.92
860,prachtig,307.92,308.36
861,uit,308.36,308.67
862,En,309.5,309.64
863,de,309.64,309.71
864,andere,309.71,310.11
865,zwanen,310.11,310.58
866,bogen,310.78,311.13
867,zich,311.13,311.29499
868,voor,311.29499,311.47
869,hem,311.47,311.65
870,Nu,312.64,312.89
871,gevoelde,313.13,313.59
872,het,313.59,313.65
873,zich,313.65,313.77
874,geheel,313.77,314.17
875,beschaamd,314.17,314.68
876,en,314.97,315.09
877,stak,315.09,315.3
878,zijn,315.3,315.46
879,kop,315.51,315.75
880,onder,315.75,315.93
881,zijn,315.93,316.09
882,vleugels,316.09,316.63
883,Het,317.25,317.41
884,wist,317.41,317.65
885,zelf,317.65,317.93
886,niet,317.93,318.1
887,hoe,318.39,318.57
888,het,318.57,318.64
889,zich,318.64,318.76
890,zou,318.76,318.96
891,houden,318.96,319.32
892,Het,319.87,319.97
893,was,319.97,320.1
894,overgelukkig,320.22,321.16
895,maar,321.43,321.54
896,volstrekt,321.54,322.06
897,niet,322.06,322.23499
898,trots,322.23499,322.63
899,Het,323.3,323.45
900,dacht,323.45,323.72
901,er,323.72,323.78
902,aan,323.78,323.99
903,hoe,324.28,324.53
904,het,324.53,324.6
905,vervolgd,324.6,325.25
906,en,325.25,325.35
907,bespot,325.35,325.78
908,was,325.85,326.1
909,en,326.46,326.6
910,hoorde,326.6,326.94
911,nu,326.94,327.14
912,allen,327.14,327.49
913,zeggen,327.49,327.83
914,dat,328.16,328.31
915,het,328.31,328.34
916,de,328.41,328.5
917,mooiste,328.5,329.04
918,van,329.04,329.17
919,al,329.26,329.45
920,die,329.45,329.54
921,mooie,329.54,329.96
922,vogels,329.96,330.38
923,was,330.38,330.62
924,Zelfs,331.48,331.75
925,de,331.75,331.83
926,vlierboom,331.83,332.48
927,boog,332.71,333.0
928,zich,333.0,333.18
929,met,333.18,333.33
930,zijn,333.33,333.52
931,takken,333.52,333.82
932,tot,334.12,334.25
933,hem,334.25,334.45
934,in,334.45,334.55
935,het,334.55,334.64
936,water,334.64,334.94
937,neer,334.94,335.24
938,En,335.79,335.93
939,de,335.93,336.04
940,zon,336.04,336.3
941,scheen,336.52,336.87
942,warm,336.87,337.18
943,en,337.27,337.47
944,liefelijk,337.47,337.86
945,Nu,338.57,338.85
946,klapte,339.11,339.41
947,hij,339.41,339.47
948,met,339.47,339.63
949,zijn,339.63,339.77
950,vleugels,339.77,340.28
951,richtte,340.71,341.09
952,zijn,341.09,341.22
953,slanken,341.22,341.68
954,hals,341.68,341.97
955,op,341.97,342.2
956,en,342.51,342.67
957,jubelde,342.67,343.06
958,van,343.06,343.21
959,ganser,343.21,343.69
960,harte,343.69,344.0
961,Zoveel,345.26,345.68
962,geluk,345.68,346.05
963,had,346.37,346.51
964,ik,346.51,346.62
965,mij,346.62,346.72
966,niet,346.72,347.14
967,kunnen,347.2,347.4
968,voorstellen,347.4,347.97
969,toen,348.18,348.32
970,ik,348.32,348.38
971,nog,348.38,348.52
972,een,348.52,348.74
973,lelijk,348.74,349.09
974,eendje,349.19,349.54
975,was,349.54,349.88
