,word,depth,close,open
0,Hij,0,0,1
1,hoopte,0,0,0
2,dat,1,0,1
3,zijn,3,0,2
4,gelukszon,3,1,0
5,nog,4,0,1
6,klaarder,4,0,0
7,zou,2,0,0
8,gaan,3,0,1
9,schijnen,4,5,0
10,Tegen,1,0,2
11,zonsondergang,1,1,0
12,kwam,0,0,0
13,hij,0,0,0
14,bij,1,0,1
15,een,2,0,1
16,andere,2,0,0
17,kolenbrander,2,0,0
18,die,3,0,1
19,bij,5,0,2
20,het,6,0,1
21,vuur,6,2,0
22,zijn,5,0,1
23,avondmaal,5,1,0
24,klaar,4,0,0
25,maakte,4,5,0
26,Wil,0,0,1
27,je,0,0,0
28,met,2,0,2
29,mij,2,1,0
30,eten,1,2,0
31,zei,0,0,1
32,de,1,0,1
33,zwarte,1,0,0
34,gezel,1,2,0
35,Aardappelen,0,0,1
36,met,2,0,2
37,zout,2,1,0
38,maar,1,0,0
39,zonder,2,0,1
40,vet,2,3,0
41,Ga,0,0,1
42,dan,1,0,1
43,maar,1,0,0
44,zitten,1,2,0
45,Nee,0,0,1
46,zei,1,0,1
47,hij,1,2,0
48,Vandaag,1,0,1
49,moet,0,0,1
50,je,0,0,0
51,mijn,2,0,1
52,gast,2,1,0
53,zijn,1,2,0
54,En,0,0,1
55,hij,1,0,1
56,spreidde,1,0,0
57,zijn,2,0,1
58,kleedje,2,1,0
59,uit,1,2,0
60,En,0,0,1
61,t,1,0,1
62,was,1,0,0
63,dadelijk,2,0,1
64,met,3,0,1
65,de,4,0,1
66,heerlijkste,4,0,0
67,gerechten,4,2,0
68,bezet,2,3,0
69,Zij,2,0,1
70,aten,2,0,0
71,en,1,0,2
72,dronken,1,1,0
73,samen,2,1,0
74,en,0,0,0
75,hadden,1,0,1
76,schik,1,2,0
77,Na,4,0,4
78,het,5,0,1
79,eten,5,2,0
80,zei,3,0,0
81,de,4,0,1
82,kolenbrander,4,2,0
83,ik,3,0,1
84,heb,3,0,0
85,een,4,0,1
86,oud,4,0,0
87,versleten,4,0,0
88,hoedje,4,3,0
89,",",0,0,1
90,dat,2,0,1
91,heeft,2,0,0
92,zeldzame,3,0,1
93,eigenschappen,3,4,0
