,word,onset,offset
276,niet,91.88,92.15
277,met,92.15,92.33
278,de,92.33,92.37
279,gouden,92.37,93.01
280,die,93.01,93.24
281,er,93.24,93.31
282,bij,93.31,93.44
283,hangt,93.44,94.05
284,Of,94.15,94.33
285,het,94.33,94.42
286,gaat,94.42,94.71
287,je,94.71,94.74
288,slecht,94.74,95.3
289,Toen,96.58,96.76
290,strekte,96.76,97.21
291,de,97.21,97.29
292,vos,97.29,97.57
293,zijn,97.57,97.68
294,staart,97.68,98.05
295,uit,98.05,98.53
296,De,99.08,99.2
297,prins,99.2,99.54
298,ging,99.54,99.66
299,erop,99.66,99.83
300,zitten,99.83,100.18
301,En,100.18,100.38
302,voort,100.38,100.9
303,over,100.95,101.17
304,stok,101.17,101.48
305,en,101.48,101.55
306,steen,101.55,102.04
307,dat,102.24,102.41
308,de,102.41,102.45
309,haren,102.45,102.7
310,floten,102.7,103.16
311,in,103.16,103.38
312,de,103.38,103.46
313,wind,103.46,103.84
314,Het,105.18,105.33
315,ging,105.33,105.51
316,alles,105.51,105.84
317,juist,105.84,106.19
318,zo,106.19,106.56
319,Hij,106.56,106.72
320,kwam,106.94,107.43
321,in,107.43,107.5
322,de,107.5,107.53
323,stal,107.53,108.07
324,waar,108.07,108.2
325,het,108.2,108.3
326,gouden,108.3,108.63
327,paard,108.63,108.84
328,stond,108.84,109.29
329,Maar,109.74,109.95
330,toen,109.95,110.13
331,hij,110.13,110.2
332,hem,110.2,110.41
333,de,110.41,110.49
334,houten,110.49,110.81
335,zadel,110.81,111.17
336,zou,111.17,111.46
337,opleggen,111.46,111.82
338,dacht,111.82,112.05
339,hij,112.05,112.46
340,het,112.78,112.95
341,misstaat,112.95,113.49
342,toch,113.49,113.67
343,zo’n,113.67,113.86
344,mooi,113.86,114.04
345,dier,114.04,114.4
346,als,114.4,114.53
347,ik,114.53,114.61
348,hem,114.61,114.72
349,niet,114.72,114.85
350,zadel,114.85,115.22
351,zoals,115.22,115.5
352,het,115.5,115.57
353,behoort,115.57,116.31
354,Maar,117.35,117.48
355,toen,117.48,117.66
356,de,117.66,117.69
357,gouden,117.69,118.03
358,zadel,118.03,118.46
359,het,118.46,118.59
360,paard,118.59,118.86
361,aanraakte,118.86,119.65
362,begon,119.65,119.96
363,het,119.96,120.07
364,op,120.07,120.21
365,eens,120.21,120.45
366,luid,120.45,120.76
367,te,120.76,120.86
368,hinneken,120.86,121.3
369,De,122.11,122.2
370,stalknechts,122.2,122.9
371,werden,122.9,123.11
372,wakker,123.11,123.57
373,grepen,123.69,124.0
374,de,124.0,124.09
375,jongeling,124.09,124.66
376,en,124.66,124.83
377,brachten,124.83,125.18
378,hem,125.18,125.32
379,in,125.32,125.38
380,de,125.38,125.48
381,kerker,125.48,125.91
382,De,127.08,127.16
383,volgende,127.16,127.57
384,morgen,127.57,128.22
385,werd,128.29,128.47
386,hij,128.47,128.59
387,door,128.59,128.74
388,het,128.74,128.84
389,gerecht,128.84,129.19
390,ter,129.19,129.36
391,dood,129.36,129.58
392,veroordeeld,129.58,130.27
393,Maar,130.72,130.92
394,de,130.92,130.99
395,koning,130.99,131.47
396,schonk,131.47,131.77
397,hem,131.77,131.9
398,het,131.9,131.97
399,leven,131.97,132.31
400,en,132.31,132.56
401,ook,132.56,132.78
402,het,132.78,132.86
403,gouden,132.86,133.25
404,paard,133.25,133.68
405,als,133.93,134.21
406,hij,134.21,134.38
407,de,134.38,134.45
408,schone,134.45,134.88
409,koningsdochter,134.88,135.6
410,van,135.6,135.76
411,het,135.76,135.84
412,gouden,135.84,136.1
413,slot,136.1,136.45
414,bij,136.45,136.55
415,hem,136.55,136.74
416,kon,136.74,136.89
417,brengen,136.89,137.28
418,Droevig,138.73,139.09
419,begon,139.09,139.42
420,de,139.42,139.46
421,jongeling,139.46,139.8
422,zijn,139.8,139.98
423,reis,139.98,140.53
424,Maar,140.72,140.87
425,gelukkig,140.87,141.26
426,vond,141.26,141.49
427,hij,141.49,141.53
428,gauw,141.53,141.79
429,zijn,141.79,141.9
430,getrouwe,141.9,142.32
431,vos,142.32,142.94
432,Ik,144.0,144.25
433,moest,144.25,144.46
434,je,144.46,144.53
435,eigenlijk,144.53,144.92
436,maar,144.92,145.01
437,in,145.01,145.12
438,je,145.12,145.18
439,eigen,145.18,145.48
440,sop,145.48,145.78
441,laten,145.93,146.21
442,gaarkoken,146.21,146.96
443,zei,146.96,147.12
444,de,147.39,147.66
445,vos,147.66,148.21
446,Maar,148.73,148.83
447,ik,148.83,148.93
448,heb,148.93,149.08
449,meelijden,149.08,149.65
450,met,149.65,149.91
451,je,149.91,150.09
452,en,150.33,150.39
453,zal,150.39,150.54
454,je,150.54,150.6
455,nog,150.6,150.74
456,eens,150.85,151.14
457,uit,151.14,151.4
458,de,151.4,151.44
459,nood,151.44,151.72
460,helpen,151.72,152.17
461,Je,152.95,153.06
462,weg,153.06,153.2
463,brengt,153.2,153.52
464,je,153.52,153.61
465,recht,153.61,153.88
466,naar,153.88,154.04
467,het,154.04,154.13
468,gouden,154.13,154.42
469,slot,154.42,154.99
470,’s,155.27,155.41
471,Avonds,155.41,155.81
472,zul,155.81,156.0
473,je,156.0,156.08
474,er,156.08,156.18
475,aankomen,156.18,156.85
476,En,156.85,156.9
477,’s,156.9,157.1
478,nachts,157.1,157.45
479,als,157.45,157.61
480,alles,157.61,157.9
481,stil,157.9,158.11
482,is,158.11,158.4
483,gaat,158.45,158.71
484,de,158.71,158.74
485,schone,158.74,159.12
486,koningsdochter,159.12,159.76
487,naar,159.76,159.9
488,het,159.9,159.97
489,badvertrek,159.97,160.96
490,om,160.96,161.11
491,daar,161.11,161.8
492,te,161.8,161.87
493,baden,161.99,162.73
494,Als,162.73,162.89
495,zij,162.89,163.02
496,daar,163.02,163.18
497,binnen,163.18,163.36
498,zal,163.36,163.53
499,gaan,163.53,163.96
500,spring,164.15,164.54
501,dan,164.54,164.67
502,op,164.67,164.89
503,haar,164.89,165.34
504,en,165.34,165.37
505,geef,165.37,165.66
506,haar,165.66,165.73
507,een,165.73,165.89
508,kus,165.89,166.46
509,Dan,166.73,166.95
510,zal,166.95,167.16
511,zij,167.16,167.39
512,je,167.39,167.5
513,volgen,167.5,168.11
514,En,168.41,168.47
515,je,168.47,168.59
516,kunt,168.59,168.81
517,haar,168.81,168.89
518,meenemen,168.89,169.6
519,Maar,170.02,170.14
520,duld,170.14,170.44
521,niet,170.44,170.83
522,dat,170.83,171.03
523,zij,171.03,171.16
524,eerst,171.16,171.39
525,van,171.39,171.56
526,haar,171.56,171.67
527,ouders,171.67,171.9
528,afscheid,171.9,172.29
529,neemt,172.29,172.97
530,want,173.06,173.19
531,dat,173.19,173.57
532,zou,173.57,173.81
533,je,173.81,173.94
534,ongeluk,173.94,174.4
535,zijn,174.4,174.87
536,Toen,176.37,176.55
537,strekte,176.55,176.97
538,de,176.97,177.04
539,vos,177.04,177.27
540,zijn,177.27,177.36
541,staart,177.36,177.92
542,De,177.97,178.03
543,prins,178.14,178.59
544,ging,178.59,178.75
545,er,178.75,178.83
546,op,178.83,178.93
547,zitten,178.93,179.45
548,Vooruit,179.58,180.21
549,over,180.21,180.45
550,stok,180.45,180.84
551,en,180.84,180.94
552,steen,180.94,181.43
553,dat,181.43,181.93
554,de,181.93,181.97
555,haren,181.97,182.3
556,floten,182.3,182.87
557,in,182.87,183.02
558,de,183.02,183.1
559,wind,183.1,183.51
560,In,186.67,186.82
561,het,186.82,186.86
562,gouden,186.86,187.13
563,slot,187.13,187.46
564,gebeurde,187.46,187.94
565,wat,187.94,188.14
566,de,188.14,188.18
567,vos,188.18,188.51
568,voorspeld,188.51,189.02
569,had,189.02,189.34
570,Hij,190.09,190.25
571,wachtte,190.25,190.55
572,tot,190.55,190.72
573,middernacht,190.72,191.33
574,En,191.33,191.39
575,toen,191.39,191.55
576,alles,191.55,191.79
577,sliep,191.79,192.24
578,en,192.29,192.42
579,de,192.42,192.45
580,schoone,192.45,192.8
581,jonkvrouw,192.8,193.38
582,het,193.38,193.46
583,badvertrek,193.46,194.01
584,wilde,194.01,194.21
585,binnengaan,194.21,194.81
586,trad,195.12,195.5
587,hij,195.5,195.58
588,naar,195.58,195.68
589,voren,195.68,196.22
590,en,196.37,196.54
591,gaf,196.54,196.8
592,haar,196.8,196.84
593,een,196.84,197.0
594,kus,197.0,197.46
595,Zij,199.17,199.31
596,zei,199.31,199.61
597,dat,199.61,199.74
598,zij,199.74,199.87
599,hem,199.87,200.01
600,gaarne,200.01,200.42
601,volgen,200.42,200.75
602,zou,200.75,201.09
603,maar,201.09,201.67
604,met,201.67,201.91
605,tranen,201.91,202.29
606,smeekte,202.29,202.73
607,zij,202.73,202.99
608,hem,202.99,203.25
609,haar,203.25,203.44
610,toch,203.44,203.63
611,verlof,203.63,203.99
612,te,203.99,204.11
613,geven,204.11,204.56
614,om,204.75,204.97
615,eerst,204.97,205.28
616,haar,205.28,205.39
617,ouders,205.39,205.76
618,vaarwel,205.76,206.13
619,te,206.13,206.21
620,zeggen,206.21,206.61
621,Eerst,207.56,207.85
622,weerstond,207.85,208.37
623,hij,208.37,208.45
624,haar,208.45,208.57
625,bidden,208.57,209.06
626,maar,209.36,209.64
627,toen,209.64,209.81
628,zij,209.81,209.96
629,steeds,209.96,210.36
630,droeviger,210.36,210.75
631,schreide,210.75,211.4
632,en,211.58,211.78
633,hem,211.78,211.95
634,te,211.95,212.02
635,voet,212.02,212.27
636,viel,212.27,212.69
637,gaf,212.97,213.22
638,hij,213.22,213.33
639,eindelijk,213.33,213.8
640,toe,213.8,213.95
641,Maar,213.95,214.12
642,toen,216.11,216.59
643,de,216.59,216.77
644,jonkvrouw,216.77,217.36
645,voor,217.36,217.52
646,haar,217.52,217.61
647,vader’s,217.61,218.03
648,bed,218.03,218.21
649,getreden,218.21,218.64
650,was,218.64,219.18
651,ontwaakte,219.18,219.92
652,ieder,219.99,220.24
653,in,220.24,220.3
654,het,220.3,220.42
655,slot,220.42,220.81
656,En,220.96,221.26
657,de,221.26,221.29
658,jongeling,221.29,221.73
659,werd,221.73,221.87
660,vastgebonden,221.87,222.55
661,en,222.55,222.82
662,gevangen,222.82,223.33
663,De,225.75,225.86
664,volgende,225.86,226.18
665,ochtend,226.18,226.51
666,sprak,226.51,226.76
667,de,226.76,226.91
668,koning,226.91,227.49
669,uw,228.01,228.2
670,leven,228.2,228.66
671,hebt,228.66,228.96
672,ge,228.96,229.11
673,verbeurd,229.11,229.87
674,en,230.18,230.42
675,er,230.42,230.51
676,is,230.51,230.66
677,slechts,230.66,230.99
678,genade,230.99,231.58
679,als,231.72,232.01
680,ge,232.01,232.1
681,de,232.1,232.23
682,berg,232.23,232.66
683,die,232.66,232.8
684,voor,232.8,232.99
685,mijn,232.99,233.13
686,venster,233.13,233.64
687,mij,233.64,233.86
688,het,233.86,233.92
689,uitzicht,233.92,234.34
690,verspert,234.34,234.81
691,kunt,234.81,235.0
692,weggraven,235.0,235.7
693,Het,235.8,236.28
694,moet,236.28,236.46
695,binnen,236.46,236.63
696,acht,236.63,236.87
697,dagen,236.87,237.19
698,gebeurd,237.19,237.55
699,zijn,237.55,237.95
700,Gelukt,238.11,238.75
701,het,238.75,239.02
702,dan,239.22,239.43
703,moogt,239.43,239.76
704,ge,239.76,239.88
705,mijn,239.88,240.07
706,dochter,240.07,240.38
707,huwen,240.38,240.7
708,De,241.7,241.73
709,prins,242.57,242.98
710,begon,242.98,243.19
711,te,243.19,243.27
712,scheppen,243.27,243.62
713,en,243.62,243.8
714,te,243.8,243.86
715,graven,243.86,244.36
716,aan,244.36,244.57
717,een,244.57,244.74
718,stuk,244.74,244.99
719,door,244.99,245.61
720,Maar,245.68,245.88
721,toen,245.88,246.06
722,hij,246.06,246.14
723,na,246.14,246.26
724,zeven,246.26,246.62
725,dagen,246.62,247.03
726,merkte,247.03,247.62
727,dat,247.62,247.8
728,er,247.8,247.83
729,nog,247.83,247.95
730,bijna,247.95,248.21
731,niets,248.21,248.48
732,gebeurd,248.48,248.91
733,was,248.91,249.26
734,en,249.76,249.89
735,er,249.89,249.96
736,van,249.96,250.12
737,al,250.12,250.39
738,zijn,250.39,250.63
739,werk,250.63,250.88
740,haast,250.88,251.12
741,niets,251.12,251.35
742,was,251.35,251.53
743,te,251.53,251.61
744,zien,251.61,252.0
745,verviel,252.25,252.62
746,hij,252.62,252.9
747,in,252.9,253.06
748,diepe,253.06,253.31
749,droefgeestigheid,253.31,254.31
750,en,254.31,254.65
751,gaf,254.65,254.94
752,de,254.94,255.04
753,hoop,255.04,255.32
754,op,255.32,255.54
755,Maar,257.31,257.44
756,’s,257.44,257.55
757,avonds,257.55,257.92
758,van,257.92,258.03
759,de,258.03,258.07
760,zevende,258.07,258.51
761,dag,258.51,258.92
762,verscheen,259.1,259.47
763,de,259.47,259.51
764,vos,259.51,260.04
765,en,260.11,260.4
766,zei,260.4,260.7
767,je,260.7,260.87
768,verdient,260.92,261.62
769,niet,261.62,261.95
770,dat,262.41,262.65
771,ik,262.65,262.73
772,nog,262.73,262.88
773,iets,262.88,263.13
774,voor,263.13,263.24
775,je,263.24,263.37
776,doe,263.37,263.78
777,Doch,264.24,264.39
778,ga,264.39,264.52
779,maar,264.52,264.62
780,slapen,264.62,265.2
781,Ik,265.35,265.6
782,zal,265.6,265.76
783,je,265.76,265.9
784,werk,265.9,266.15
785,doen,266.15,266.48
786,De,268.13,268.24
787,volgende,268.24,268.63
788,dag,268.63,268.83
789,bij,268.83,268.94
790,zijn,268.94,269.2
791,ontwaken,269.2,269.93
792,zag,270.18,270.44
793,hij,270.44,270.55
794,door,270.55,270.72
795,zijn,270.72,270.86
796,venster,270.86,271.45
797,dat,271.45,271.8
798,de,271.8,271.86
799,berg,271.86,272.09
800,verdwenen,272.09,272.52
801,was,272.52,272.95
802,Verheugd,273.36,274.04
803,ging,274.04,274.2
804,de,274.2,274.23
805,jongeling,274.23,274.57
806,naar,274.57,274.69
807,de,274.69,274.8
808,koning,274.8,275.29
809,en,275.44,275.61
810,meldde,275.61,275.94
811,hem,275.94,276.19
812,dat,276.19,276.37
813,de,276.37,276.4
814,voorwaarde,276.4,276.92
815,vervuld,276.92,277.34
816,was,277.34,277.80499
817,En,277.80499,278.23
818,de,278.23,278.33
819,koning,278.33,279.0
820,graag,279.0,279.4
821,of,279.4,279.5
822,niet,279.5,279.85
823,moest,280.08,280.52
824,woord,280.52,280.76
825,houden,280.76,281.25
826,en,281.46,281.55
827,gaf,281.55,281.79
828,hem,281.79,281.88
829,zijn,281.88,282.04
830,dochter,282.04,282.48
831,De,283.74,283.97
832,twee,284.06,284.44
833,vertrokken,284.44,284.87
834,nu,284.87,284.97
835,samen,284.97,285.41
836,weg,285.41,285.71
837,en,285.76,285.81
838,het,285.81,286.21
839,duurde,286.21,286.49
840,niet,286.49,286.69
841,lang,286.69,287.0
842,of,287.0,287.2
843,de,287.2,287.3
844,trouwe,287.3,287.64
845,vos,287.64,287.96
846,kwam,287.96,288.19
847,bij,288.19,288.27
848,hen,288.27,288.81
849,Het,291.13,291.32
850,beste,291.32,291.63
851,heb,291.63,291.87
852,je,291.87,291.98
853,nu,291.98,292.23
854,zei,292.32,292.51
855,hij,292.51,293.36
856,Maar,293.36,293.49
857,bij,293.49,293.71
858,de,293.71,293.75
859,jonkvrouw,293.75,294.31
860,van,294.31,294.42
861,het,294.42,294.54
862,gouden,294.54,294.85
863,slot,294.85,295.28
864,hoort,295.28,295.75
865,ook,295.75,296.01
866,het,296.01,296.09
867,gouden,296.09,296.44
868,paard,296.44,296.95
869,Hoe,298.18,298.29
870,moet,298.29,298.45
871,ik,298.45,298.57
872,dat,298.57,298.77
873,krijgen,298.77,299.41
874,vroeg,299.87,300.14
875,de,300.14,300.22
876,jongeling,300.22,300.76
877,Dat,301.1,301.34
878,zal,301.34,301.59
879,ik,301.59,301.71
880,je,301.71,301.79
881,zeggen,301.79,302.24
882,antwoordde,302.57,303.2
883,de,303.2,303.26
884,vos,303.26,303.84
885,Breng,304.93,305.23
886,eerst,305.23,305.84
887,aan,305.93,306.17
888,de,306.17,306.23
889,koning,306.23,306.92
890,die,307.17,307.27
891,je,307.27,307.34
892,naar,307.34,307.55
893,het,307.55,307.59
894,gouden,307.59,307.88
895,slot,307.88,308.14
896,zond,308.14,308.59
897,de,308.78,308.89
898,schone,308.89,309.26
899,jonkvrouw,309.26,309.92
900,Daar,310.27,310.86
901,zal,310.86,311.17
902,uitermate,311.17,311.84
903,grote,311.84,312.24
904,vreugde,312.24,312.64
905,zijn,312.64,313.09
906,En,313.26,313.43
907,zij,313.43,313.52
908,zullen,313.52,313.74
909,je,313.74,313.85
910,gaarne,313.85,314.27
911,het,314.27,314.37
912,gouden,314.37,314.7
913,paard,314.7,314.96
914,geven,314.96,315.5
915,en,316.06,316.17
916,het,316.17,316.25
917,voor,316.25,316.52
918,laten,316.52,316.73
919,brengen,316.73,317.09
920,Stijg,317.51,318.14
921,er,318.14,318.25
922,dadelijk,318.25,318.68
923,op,318.68,318.92
924,en,319.15,319.22
925,geef,319.22,319.55
926,aan,319.55,319.7
927,allen,319.7,320.13
928,tot,320.13,320.27
929,afscheid,320.27,320.8
930,de,320.8,320.85
931,hand,320.85,321.28
932,Het,321.45,321.65
933,laatst,321.65,322.02
934,aan,322.02,322.25
935,de,322.25,322.28
936,jonkvrouw,322.28,322.92
937,En,323.2,323.29
938,als,323.29,323.41
939,je,323.41,323.51
940,haar,323.51,323.62
941,vasthebt,323.62,324.18
942,trek,324.18,324.66
943,haar,324.66,324.96
944,dan,324.96,325.16
945,in,325.16,325.36
946,een,325.36,325.55
947,zwaai,325.55,325.86
948,bij,325.86,325.96
949,je,325.96,326.13499
950,op,326.13499,326.23
951,het,326.23,326.52
952,paard,326.52,326.78
953,en,326.87,327.0
954,jaag,327.0,327.29
955,ermee,327.29,327.47
956,weg,327.47,327.85
957,Niemand,328.4,328.8
958,kan,328.8,329.05
959,je,329.05,329.13
960,inhalen,329.13,329.63
961,want,329.95,330.14
962,het,330.14,330.24499
963,paard,330.24499,330.49
964,is,330.49,330.6
965,sneller,330.6,331.12
966,dan,331.26,331.42
967,de,331.42,331.46
968,wind,331.46,331.92
