,Word,logWF
0,Le,4.19643566288779
1,ballon,10.412345444006375
2,marchait,11.222450917907913
3,avec,5.500723793183068
4,une,4.742521424886799
5,assurance,10.52765629051737
6,singulière,13.718132640863875
7,et,4.252446422149626
8,avait,7.3268187244333625
9,un,4.318195573540433
10,aspect,11.427620129104097
11,magnifique,9.352235388119876
12,.,
13,Dix,8.944993404306228
14,minutes,8.432647253131215
15,environ,9.700849124778234
16,après,7.3313880107060925
17,notre,6.787696527658678
18,départ,9.5082297380075
19,",",
20,le,4.19643566288779
21,baromètre,14.297951136116815
22,indiquait,13.892486028008651
23,une,4.742521424886799
24,hauteur,10.817260648333843
25,de,3.582705932005654
26,15 000,
27,pieds,9.030737514620114
28,.,
29,Le,4.19643566288779
30,temps,6.779799661417599
31,était,5.953136242802158
32,remarquablement,13.728182976717376
33,beau,8.078959800984869
34,",",
35,et,4.252446422149626
36,l',4.714889011681107
37,aspect,11.427620129104097
38,de,3.582705932005654
39,la,4.105901541273115
40,campagne,9.83430336980651
41,placée,12.211835487349287
42,sous,7.9640056551060034
43,nos,7.455439388638427
44,pieds,9.030737514620114
45,",",
46,--,
47,un,4.318195573540433
48,des,5.009375733286837
49,plus,5.408591121993928
50,romantiques,13.081555811792322
51,à,4.309728605145128
52,tous,6.90425956173491
53,les,4.6447145469286895
54,points,10.064362363863506
55,de,3.582705932005654
56,vue,9.024860006654235
57,",",
58,--,
59,était,5.953136242802158
60,alors,6.235085094561306
61,particulièrement,11.024857725343818
62,sublime,11.465788764306575
63,.,
64,Les,4.6447145469286895
65,gorges,13.455768376396383
66,nombreuses,11.078361280514958
67,et,4.252446422149626
68,profondes,12.383131574131534
69,présentaient,15.278780389128542
70,l',4.714889011681107
71,apparence,11.245804773282734
72,de,3.582705932005654
73,lacs,12.437198795401809
74,",",
75,en,5.0717233543407865
76,raison,7.667739026226603
77,des,5.009375733286837
78,épaisses,13.916583579587712
79,vapeurs,13.10294700177364
80,dont,8.328102466392638
81,elles,7.676664380520798
82,étaient,8.43447216365947
83,remplies,13.11929613977517
84,",",
85,et,4.252446422149626
86,les,4.6447145469286895
87,hauteurs,13.130345975961754
88,et,4.252446422149626
89,les,4.6447145469286895
90,rochers,11.829548987000278
91,situés,14.164419743492292
92,au,5.491893535769836
93,sud-est,12.524210172391438
94,",",
95,empilés,14.634423372738027
96,dans,5.271664534636561
97,un,4.318195573540433
98,inextricable,14.539113192933703
99,chaos,11.293329915145579
100,",",
101,ressemblaient,12.943405473311506
102,absolument,9.220659030331156
103,aux,6.989922775728939
104,cités,13.273446819602427
105,géantes,13.78000804458196
106,de,3.582705932005654
107,la,4.105901541273115
108,fable,13.13591702101121
109,orientale,12.793873739340542
110,.,
111,Nous,5.24758671127322
112,approchions,16.126078249515743
113,rapidement,10.441365337579896
114,des,5.009375733286837
115,montagnes,10.489306485142503
116,vers,8.2897962929921
117,le,4.19643566288779
118,sud,10.54216431700695
119,;,
120,mais,5.165755720113154
121,notre,6.787696527658678
122,élévation,14.922105445189809
123,était,5.953136242802158
124,plus,5.408591121993928
125,que,5.607140828536769
126,suffisante,12.62620934034656
127,pour,4.853308277410842
128,nous,5.24758671127322
129,permettre,10.447803534406757
130,de,3.582705932005654
131,les,4.6447145469286895
132,dépasser,11.906570544339639
133,en,5.0717233543407865
134,toute,7.627297984810348
135,sûreté,11.770794939817375
136,.,
137,En,5.0717233543407865
138,quelques,7.897011673790439
139,minutes,8.432647253131215
140,",",
141,nous,5.24758671127322
142,planâmes,
143,au-dessus,9.935080016732687
144,magnifiquement,13.360458196592058
145,",",
146,et,4.252446422149626
147,M.,
148,Ainsworth,
149,ainsi,8.382134207348146
150,que,5.607140828536769
151,les,4.6447145469286895
152,marins,12.017027539903948
153,furent,11.525362413877033
154,frappés,13.175808350038512
155,de,3.582705932005654
156,leur,8.092203605412537
157,apparence,11.245804773282734
158,peu,6.921554762861128
159,élevée,11.956832379120527
160,",",
161,vue,9.024860006654235
162,ainsi,8.382134207348146
163,de,3.582705932005654
164,la,4.105901541273115
165,nacelle,13.678911927710592
166,;,
167,une,4.742521424886799
168,grande,8.428603780348917
169,élévation,14.922105445189809
170,en,5.0717233543407865
171,ballon,10.412345444006375
172,ayant,10.641742464292427
173,pour,4.853308277410842
174,résultat,10.493274744318125
175,de,3.582705932005654
176,réduire,11.537715181844035
177,les,4.6447145469286895
178,inégalités,14.796942302235804
179,de,3.582705932005654
180,la,4.105901541273115
181,surface,10.633931719322275
182,située,12.952664798724301
183,au-dessous,12.62620934034656
184,à,4.309728605145128
185,un,4.318195573540433
186,niveau,9.901299822439476
187,presque,8.515170455132692
188,uni,13.267057021503657
189,.,
190,À,4.309728605145128
191,onze,11.295988312812188
192,heures,8.033227221977361
193,et,4.252446422149626
194,demie,11.154722929587928
195,",",
196,nous,5.24758671127322
