,word,onset,offset
120,zo,39.54,39.72
121,lang,39.72,39.89
122,duurde,39.89,40.27
123,het,40.27,40.35
124,eer,40.62,40.77
125,de,40.77,40.8
126,jongen,40.8,41.05
127,uitkwamen,41.05,41.65
128,Daarbij,42.34,42.74
129,kreeg,42.74,42.99
130,zij,42.99,43.09
131,zelden,43.09,43.38
132,bezoek,43.38,43.76
133,Want,44.17,44.31
134,de,44.31,44.35
135,andere,44.35,44.69
136,eenden,44.69,45.07
137,zwommen,45.35,45.63
138,liever,45.63,45.9
139,in,45.9,46.05
140,de,46.05,46.08
141,gracht,46.08,46.39
142,rond,46.39,46.67
143,dan,46.95,47.11
144,dat,47.11,47.34
145,zij,47.34,47.45
146,eens,47.45,47.62
147,uit,47.62,47.74
148,het,47.74,47.85
149,water,47.85,48.11
150,kwamen,48.11,48.5
151,om,48.55,48.66
152,met,48.66,48.81
153,haar,48.81,48.9
154,te,48.9,49.02
155,praten,49.02,49.46
156,Eindelijk,50.7,51.18
157,ging,51.18,51.35
158,het,51.35,51.45
159,ene,51.54,51.83499
160,ei,51.83499,52.03998
161,na,52.03998,52.25
162,het,52.25,52.32
163,andere,52.32,52.64
164,open,52.64,53.05
165,Een,53.71,53.76
166,gepiep,53.76,54.12499
167,deed,54.12499,54.34
168,zich,54.34,54.47
169,horen,54.47,54.75
170,En,54.99,55.15
171,al,55.15,55.37
172,de,55.37,55.52
173,doren,55.52,55.86
174,van,55.86,56.03
175,de,56.03,56.08
176,eieren,56.08,56.45
177,waren,56.68,57.0
178,levend,57.0,57.32
179,geworden,57.32,57.78
180,en,58.09,58.15
181,staken,58.15,58.46
182,de,58.46,58.52
183,kopjes,58.52,58.95
184,uit,58.95,59.12
185,de,59.12,59.15
186,schalen,59.15,59.65
187,Vlug,60.87,61.14
188,wat,61.14,61.35
189,vlug,61.41,61.83
190,zeide,62.18,62.39
191,zij,62.39,62.58
192,En,63.09,63.25
193,nu,63.25,63.54
194,haastten,63.62,64.01
195,zich,64.01,64.19
196,al,64.19,64.4
197,de,64.4,64.47
198,kleine,64.47,64.82
199,eendjes,64.82,65.23
200,wat,65.3,65.46
201,zij,65.46,65.62
202,konden,65.62,66.04
203,En,66.47,66.57
204,zij,66.57,66.68
205,kwamen,66.68,67.04
206,uit,67.04,67.23
207,de,67.23,67.27
208,eieren,67.32,67.65
209,te,67.65,67.73
210,voorschijn,67.73,68.27
211,en,68.55,68.68
212,keken,68.68,68.95
213,naar,68.95,69.07
214,alle,69.07,69.3
215,kanten,69.3,69.69
216,onder,69.95,70.14
217,de,70.14,70.18
218,groene,70.18,70.49
219,bladeren,70.49,70.93
220,En,71.42,71.63
221,de,71.63,71.69
222,moeder,71.69,71.99
223,liet,71.99,72.19
224,ze,72.19,72.28
225,kijken,72.28,72.67
226,zoveel,72.88,73.19
227,als,73.19,73.34
228,zij,73.34,73.43
229,maar,73.43,73.56
230,wilden,73.56,73.92
231,Want,74.29,74.43
232,groen,74.43,74.8
233,is,74.88,74.98
234,goed,74.98,75.21
235,voor,75.21,75.31
236,de,75.31,75.34
237,ogen,75.34,75.75
238,Wat,77.05,77.18
239,is,77.18,77.26
240,de,77.26,77.35
241,wereld,77.35,77.67
242,toch,77.67,77.79
243,groot,77.79,78.36
244,zeiden,78.63,78.82
245,al,78.82,78.97
246,de,78.97,79.04
247,jongen,79.04,79.36
248,Want,79.74,79.91
249,nu,79.91,80.19
250,hadden,80.19,80.38
251,zij,80.38,80.5
252,heel,80.5,80.77
253,wat,80.77,80.9
254,meer,80.95,81.15
255,plaats,81.15,81.51
256,dan,81.51,81.65
257,in,81.65,81.76
258,het,81.76,81.87
259,ei,81.87,82.16
260,Denk,83.58,83.81
261,je,83.81,83.94
262,dat,84.19,84.35
263,dit,84.35,84.52
264,de,84.69,84.78
265,hele,84.78,85.15
266,wereld,85.15,85.49
267,is,85.49,85.71
268,zei,86.1,86.24
269,de,86.24,86.33
270,moeder,86.33,86.56
271,Die,87.33,87.45
272,strekt,87.45,87.74
273,zich,87.79,87.94
274,nog,87.94,88.09
275,ver,88.09,88.44
276,aan,88.44,88.6
277,de,88.6,88.64
278,anderen,88.64,89.01
279,kant,89.01,89.24
280,van,89.24,89.4
281,het,89.4,89.47
282,geboomte,89.47,89.89
283,uit,89.89,90.21
284,Tot,90.61,90.74
285,aan,90.74,90.81
286,de,90.81,90.99
287,tuin,90.99,91.2
288,van,91.2,91.34
289,de,91.34,91.41
290,pastoor,91.41,91.96
291,Maar,92.54,92.7
292,daar,92.75,93.0
293,ben,93.0,93.13
294,ik,93.13,93.19
295,nog,93.19,93.35
296,nooit,93.35,93.6
297,geweest,93.6,93.97
298,Je,95.31,95.36
299,bent,95.36,95.5
300,toch,95.5,95.61
301,allemaal,95.61,95.89
302,wel,95.89,96.02
303,bij,96.02,96.14
304,elkaar,96.14,96.62
305,vervolgde,97.08,97.55
306,zij,97.55,97.66
307,en,97.86,97.93
308,stond,97.93,98.17
309,op,98.17,98.33
310,Nee,99.12,99.34
311,ik,99.43,99.59
312,heb,99.59,99.66
313,ze,99.66,99.74
314,nog,99.74,99.84
315,niet,99.84,99.99
316,allemaal,99.99,100.42
317,Het,100.76,100.84
318,grootste,100.84,101.21
319,ei,101.21,101.42
320,ligt,101.42,101.61
321,daar,101.61,101.75
322,nog,101.75,102.01
323,Hoe,102.49,102.64
324,lang,102.64,102.83
325,zal,102.83,102.96
326,het,102.96,103.03
327,nog,103.03,103.17
328,wel,103.17,103.34
329,duren,103.34,103.69
330,eer,103.88,104.03
331,dat,104.03,104.25
332,uitkomt,104.25,104.73
333,Nu,105.36,105.55
334,begint,105.55,105.85
335,het,105.85,105.95
336,mij,105.95,106.03
337,haast,106.03,106.36
338,te,106.36,106.45
339,vervelen,106.45,106.96
340,En,107.81,107.93
341,zij,107.93,108.04
342,ging,108.04,108.22
343,er,108.22,108.3
344,weer,108.3,108.44
345,op,108.44,108.59
346,zitten,108.59,108.98
347,Wel,110.01,110.46
348,zo,110.46,110.85
349,hoe,111.15,111.24
350,gaat,111.24,111.53
351,het,111.53,111.66
352,vroeg,112.26,112.41
353,een,112.41,112.49
354,oude,112.49,112.71
355,eend,112.71,112.98
356,die,113.21,113.34
357,haar,113.34,113.48
358,eens,113.48,113.64
359,een,113.64,113.71
360,bezoek,113.71,114.01
361,kwam,114.01,114.19
362,brengen,114.19,114.55
363,Het,115.74,115.85499
364,duurt,115.85499,116.05
365,geducht,116.05,116.47
366,lang,116.52,116.79
367,met,116.79,116.89
368,dat,116.89,117.01
369,ene,117.01,117.23
370,ei,117.23,117.5
371,zei,117.77,117.91
372,de,117.91,117.99
373,eend,117.99,118.23
374,die,118.48,118.63
375,er,118.63,118.67
376,nu,118.67,118.8
377,weer,118.8,118.91
378,op,118.91,119.08
379,zat,119.08,119.3
380,Het,119.82,119.99
381,wil,119.99,120.16
382,maar,120.16,120.27
383,niet,120.27,120.4
384,opengaan,120.4,120.93
385,Maar,121.53,121.66
386,kijk,121.66,121.9
387,eens,121.9,122.0
388,naar,122.0,122.08
389,de,122.08,122.12
390,anderen,122.12,122.51
391,Zijn,122.89,123.05
392,dat,123.05,123.18
393,niet,123.18,123.36
394,de,123.36,123.54
395,liefste,123.54,123.87
396,eendjes,123.87,124.27
397,die,124.46,124.58
398,je,124.58,124.68
399,ooit,124.68,124.96
400,van,124.96,125.06
401,je,125.06,125.18
402,leven,125.18,125.52
403,gezien,125.52,125.86
404,hebt,125.86,126.04
405,Zij,126.57,126.7
406,lijken,126.7,126.91
407,allemaal,126.91,127.38
408,precies,127.38,127.89
409,op,127.89,128.02
410,hun,128.02,128.13
411,vader,128.13,128.49
412,Maar,129.03,129.19
413,die,129.19,129.28
414,ondeugd,129.33,129.72
415,komt,129.9,130.07
416,mij,130.07,130.16
417,niet,130.16,130.33
418,eens,130.33,130.52
419,bezoeken,130.52,131.03
420,Laat,132.45,132.67
421,mij,132.67,132.92
422,het,132.92,132.95
423,ei,132.95,133.24
424,dat,133.49,133.66
425,niet,133.66,133.83
426,wil,133.83,133.95
427,opengaan,133.95,134.48
428,eens,134.86,135.14
429,zien,135.14,135.36
430,zei,135.89,136.04
431,de,136.04,136.08
432,oude,136.08,136.32
433,eend,136.32,136.56
434,Geloof,137.27,137.74
435,mij,137.74,137.87
436,het,138.25,138.38
437,is,138.38,138.5
438,een,138.5,138.59
439,kalkoenenei,138.59,139.42
440,Ik,140.04,140.17
441,ben,140.17,140.3
442,ook,140.45,140.68
443,eens,140.68,140.95
444,zo,140.95,141.14
445,beetgenomen,141.14,141.83
446,en,142.23,142.36
447,had,142.36,142.48
448,toen,142.48,142.67
449,heel,142.76,142.94
450,wat,142.94,143.09
451,werk,143.09,143.36
452,met,143.36,143.5
453,mijn,143.5,143.59
454,jongen,143.59,143.92
455,Want,144.22,144.35
456,zij,144.35,144.44
457,waren,144.44,144.69
458,bang,144.69,144.92
459,voor,144.92,145.07
460,het,145.07,145.15
461,water,145.15,145.49
462,Ik,146.54,146.65
463,kon,146.65,146.82
464,ze,146.82,146.88
465,er,146.88,146.94
466,maar,146.94,147.09
467,niet,147.09,147.27
468,in,147.27,147.46
469,krijgen,147.46,147.88
470,Hoe,148.35,148.58
471,ik,148.58,148.74
472,ook,148.74,148.88
473,kwakte,148.97,149.35
474,het,149.57,149.75
475,hielp,149.85,150.07
476,mij,150.07,150.25
477,niemendal,150.25,150.9
478,Laat,151.8,151.94
479,mij,151.94,152.15
480,het,152.15,152.18
481,ei,152.18,152.23
482,eens,152.23,152.49
483,zien,152.49,152.77
484,Ja,153.42,153.81
485,dat,154.05,154.26
486,is,154.26,154.33
487,een,154.33,154.4
488,kalkoenenei,154.4,155.23
489,Laat,155.7,155.93499
490,dat,155.93499,156.11
491,maar,156.11,156.29
492,liggen,156.29,156.59
493,En,156.84,156.94
494,leer,156.94,157.1
495,je,157.1,157.21
496,andere,157.21,157.52
497,kinderen,157.52,157.97
498,liever,158.21,158.44
499,zwemmen,158.44,158.86
500,Ik,160.73,160.9
501,zal,160.9,161.02
502,er,161.02,161.09
503,toch,161.18,161.33
504,nog,161.33,161.49
505,een,161.49,161.56
506,beetje,161.56,161.83
507,op,161.83,161.89
508,blijven,161.89,162.16
509,zitten,162.16,162.53
510,antwoordde,162.8,163.23
511,de,163.23,163.33
512,eend,163.33,163.6
513,Ik,164.03,164.22
514,heb,164.22,164.32
515,er,164.32,164.39
516,nu,164.39,164.51
517,al,164.51,164.62
518,zo,164.62,164.86
519,lang,164.86,165.04
520,op,165.04,165.19
521,gezeten,165.19,165.69
522,En,166.1,166.22
523,dus,166.22,166.41
524,kan,166.41,166.53
525,ik,166.53,166.65
526,er,166.65,166.69
527,nog,166.69,166.82
528,wel,166.82,166.94
529,een,166.94,167.01
530,paar,167.01,167.17
531,dagen,167.17,167.44
532,op,167.44,167.57
533,zitten,167.57,167.93
534,Je,169.29,169.41
535,moet,169.41,169.51
536,het,169.51,169.66
537,zelf,169.66,169.98
538,weten,169.98,170.35
539,hernam,170.79,171.01
540,de,171.01,171.06
541,oude,171.06,171.3
542,eend,171.3,171.58
543,en,171.84,171.93
544,ging,171.93,172.14
545,weg,172.14,172.43
546,Eindelijk,173.48,173.92
547,ging,173.99,174.18
548,het,174.18,174.22
549,grote,174.22,174.55
550,ei,174.55,174.82
551,open,174.82,175.2
552,Piep,175.79,175.89
553,piep,176.17,176.35
554,zei,176.63,176.82
555,het,177.37,177.58
556,jong,177.58,177.82
557,En,178.17,178.28
558,kroop,178.28,178.58
559,er,178.58,178.67
560,uit,178.67,178.88
561,Het,179.62,179.75
562,was,179.75,179.89
563,een,179.89,179.93
564,groot,179.93,180.43
565,en,180.52,180.75
566,lelijk,180.75,181.04
567,beest,181.12,181.42
568,De,182.2,182.29
569,eend,182.29,182.54
570,bekeek,182.54,182.9
571,het,182.9,182.98
572,eens,182.98,183.26
573,Wat,184.22,184.34
574,is,184.34,184.45
575,dat,184.54,184.75
576,een,184.75,184.81
577,verschrikkelijk,184.81,185.48
578,groot,185.48,185.8
579,eendje,185.8,186.2
580,dacht,186.39,186.62
581,zij,186.62,186.77
582,Geen,187.34,187.66
583,van,187.66,187.77
584,de,187.77,187.83
585,anderen,187.83,188.29
586,ziet,188.29,188.46
587,er,188.46,188.51
588,zo,188.51,188.76
589,uit,188.76,189.0
590,Zou,189.76,189.91
591,het,189.91,190.01
592,misschien,190.01,190.29
593,een,190.29,190.34
594,kalkoenskuikentje,190.34,191.38
595,zijn,191.38,191.67
596,Nu,192.49,192.71
597,daar,192.98,193.1
598,zullen,193.1,193.23
599,we,193.23,193.4
600,wel,193.4,193.54
601,gauw,193.54,193.86
602,achter,193.86,194.12
603,komen,194.12,194.48
604,In,194.95,195.07
605,het,195.07,195.14
606,water,195.14,195.42
607,moet,195.42,195.59
608,het,195.59,195.71
609,al,195.92,196.06
610,zou,196.06,196.2
611,ik,196.2,196.3
612,het,196.3,196.38
613,er,196.38,196.41
614,ook,196.41,196.56
615,zelf,196.56,196.92
616,induwen,196.92,197.41
617,De,198.7,198.81
618,volgende,198.81,199.2
619,dag,199.2,199.43
620,was,199.43,199.58
621,het,199.58,199.66
622,mooi,199.73,200.04
623,heerlijk,200.28,200.58
624,weer,200.58,200.87
625,De,201.41,201.53
626,zon,201.53,201.74
627,scheen,201.74,202.04
628,op,202.04,202.14
629,alle,202.14,202.34
630,groene,202.34,202.66
631,bladeren,202.66,203.16
632,De,203.91,203.98
633,moeder,203.98,204.25
634,der,204.25,204.42
635,eendjes,204.42,204.79
636,ging,205.03,205.19
637,met,205.19,205.32
638,haar,205.32,205.41
639,hele,205.41,205.71
640,familie,205.71,206.12
641,naar,206.12,206.24
642,de,206.24,206.31
643,gracht,206.31,206.62
644,toe,206.62,206.78
645,Plof,207.48,207.89
646,Daar,208.2,208.33
647,sprong,208.33,208.6
648,zij,208.6,208.72
649,in,208.72,208.8
650,het,208.8,208.84
651,water,208.84,209.18
652,Kwak,210.07,210.31
653,kwak,210.58,210.81
654,zeide,211.29,211.51
655,zij,211.51,211.64
656,En,212.11,212.26
657,het,212.26,212.33
658,ene,212.39,212.63
659,eendje,212.63,213.02
660,na,213.02,213.12
661,het,213.12,213.23
662,andere,213.23,213.57
663,plofte,213.8,214.07
664,er,214.07,214.21
665,nu,214.21,214.32
666,ook,214.32,214.56
667,in,214.56,214.74
668,Het,215.19,215.35
669,water,215.35,215.69
670,spatte,215.69,216.16
671,hun,216.16,216.27
672,om,216.27,216.38
673,de,216.38,216.46
674,kop,216.46,216.72
675,En,216.99,217.1
676,zij,217.1,217.22
677,doken,217.22,217.44
678,even,217.44,217.69
679,onder,217.69,217.95
680,maar,218.35,218.44
681,kwamen,218.44,218.74
682,al,218.74,218.82
683,spoedig,218.82,219.2
684,weer,219.2,219.31
685,boven,219.31,219.67
686,en,219.89,220.02
687,zwommen,220.02,220.32
688,uitmuntend,220.32,221.0
689,Hun,221.46,221.6
690,poten,221.6,221.91
691,gingen,221.91,222.16
692,van,222.16,222.3
693,zelf,222.3,222.59
694,en,222.84,222.99
695,allen,222.99,223.28
696,waren,223.48,223.72
697,zij,223.72,223.8
698,in,223.8,223.89
699,het,223.89,223.93
700,water,223.93,224.27
701,Zelfs,224.87,225.24
702,het,225.29,225.43
703,lelijke,225.43,225.9
704,grauwe,225.9,226.46
705,eendje,226.46,226.8
706,zwom,226.8,227.07
707,mee,227.07,227.29
708,Nee,228.24,228.72
709,het,228.92,229.05
710,is,229.05,229.18
711,geen,229.18,229.39
712,kalkoen,229.39,229.89
713,dacht,230.12,230.36
714,de,230.36,230.39
715,oude,230.39,230.59
716,eend,230.59,230.83
717,Kijk,231.37,231.61
718,eens,231.61,231.78
719,hoe,231.96,232.04
720,ferm,232.04,232.34
721,hij,232.34,232.41
722,met,232.41,232.56
723,zijn,232.56,232.7
724,poten,232.7,233.04
725,slaat,233.04,233.36
726,En,233.55,233.64
727,hoe,233.64,233.81
728,recht,233.81,233.99499
729,hij,233.99499,234.1
730,zich,234.1,234.27
731,weet,234.27,234.44
732,te,234.44,234.5
733,houden,234.5,234.84
734,Het,235.38,235.43
735,is,235.43,235.52499
736,mijn,235.52499,235.64
737,eigen,235.64,235.97
738,kind,235.97,236.25
739,Eigenlijk,236.97,237.39
740,is,237.57,237.72
741,hij,237.72,237.77
742,toch,237.77,237.94
743,nog,237.94,238.11
744,zo,238.11,238.26
745,lelijk,238.26,238.66
746,niet,238.66,238.8
747,als,239.11,239.27
748,men,239.27,239.43
749,hem,239.43,239.49
750,maar,239.49,239.67
751,eens,239.67,239.78
752,goed,239.78,239.95
753,bekijkt,239.95,240.38
754,Kwak,241.0,241.46
755,Kwak,241.61,242.14
756,Gaat,243.1,243.35
757,maar,243.35,243.45
758,met,243.45,243.62
759,mij,243.62,243.7
760,mee,243.7,243.96
761,dan,244.34,244.47
762,zal,244.47,244.59
763,ik,244.59,244.72
764,je,244.72,244.76
765,in,244.76,244.83
766,de,244.83,244.89
767,grote,244.89,245.24
768,wereld,245.24,245.53
769,brengen,245.53,245.78
770,en,245.99,246.07
771,je,246.07,246.19
772,in,246.19,246.28
773,de,246.28,246.39
774,eendenkooi,246.45,246.93
775,voorstellen,246.93,247.51
776,Maar,247.99,248.12
777,zorgt,248.12,248.35
778,dat,248.6,248.73
779,je,248.73,248.8
780,dicht,248.8,249.1
781,in,249.1,249.16
782,mijn,249.16,249.24
783,nabijheid,249.24,249.65
784,blijft,249.65,249.88
785,En,250.33,250.39
786,neemt,250.39,250.64
787,je,250.64,250.67
788,voor,250.67,250.77
789,de,250.77,250.85
790,kat,250.92,251.13
791,in,251.13,251.25
792,acht,251.25,251.47
793,En,252.83,252.99
794,zo,252.99,253.27
795,begaven,253.27,253.75499
796,zij,253.75499,253.89
797,zich,253.89,254.05
798,naar,254.05,254.16
799,de,254.16,254.23
800,eendenkooi,254.23,254.84
801,Daarbinnen,255.39,255.83
802,was,256.02,256.15
803,een,256.15,256.2
804,verschrikkelijk,256.2,256.76
805,rumoer,256.76,257.22
806,Want,257.58,257.69
807,daar,257.69,257.83
808,waren,257.83,258.04
809,twee,258.04,258.28
810,families,258.28,258.73
811,die,258.97,259.07
812,elkaar,259.07,259.47
813,het,259.6,259.7
814,bezit,259.7,260.06
815,van,260.06,260.2
816,een,260.2,260.3
817,palingkop,260.37,260.9
818,betwistten,261.04,261.59
819,En,262.0,262.18
820,eindelijk,262.18,262.62
821,kreeg,262.73,262.93
822,de,262.93,263.03
823,kat,263.09,263.26499
824,die,263.26499,263.41
825,toch,263.41,263.75
826,Kijk,265.1,265.35
827,zo,265.69,265.86
828,gaat,265.86,266.12
829,het,266.2,266.23
830,nu,266.23,266.32
831,in,266.32,266.38
832,de,266.38,266.47
833,wereld,266.47,266.83
834,zei,267.22,267.36
835,de,267.36,267.42
836,moeder,267.42,267.65
837,der,267.65,267.83
838,eendjes,267.83,268.2
839,En,268.66,268.78
840,zij,268.78,268.89
841,stak,268.89,269.17
842,haar,269.17,269.31
843,snavel,269.31,269.77
844,al,269.77,269.96
845,uit,269.96,270.21
846,want,270.7,270.86
847,zij,270.86,271.09
848,wilde,271.09,271.31
849,de,271.31,271.38
850,palingkop,271.43,271.94
851,ook,271.94,272.11
852,wel,272.11,272.26
853,hebben,272.26,272.52
854,Gebruikt,273.74,274.12
855,je,274.12,274.19
856,poten,274.19,274.53
857,nu,274.53,274.69
858,vervolgde,274.99,275.31
859,zij,275.39,275.56
860,Houdt,276.17,276.37
861,je,276.37,276.43
862,fatsoen,276.43,276.84
863,en,277.04,277.14
864,maakt,277.14,277.41
865,een,277.41,277.44
866,buiging,277.44,277.87
867,voor,277.87,278.01
868,de,278.01,278.08
869,oude,278.08,278.38
870,eend,278.38,278.59
871,die,278.77,278.87
872,je,278.87,278.93
873,daar,278.93,279.15
874,ziet,279.15,279.39
875,Dat,279.89,280.02
876,is,280.02,280.12
877,de,280.12,280.19
878,voornaamste,280.19,280.69
879,van,280.69,280.86
880,alle,280.86,281.07
881,Zij,281.63,281.75
882,is,281.75,281.82
883,van,281.82,281.96
884,Spaanse,281.96,282.41
885,afkomst,282.41,282.87
886,Daarom,283.23,283.54
887,is,283.54,283.63
888,zij,283.63,283.74
889,zo,283.74,283.87
890,dik,283.87,284.09
891,En,284.72,284.94
892,zie,285.2,285.36
893,je,285.36,285.42
894,wel,285.42,285.64
895,zij,285.75,285.82
896,heeft,285.95,286.16
897,een,286.16,286.3
898,rood,286.3,286.58
899,lapje,286.58,286.87
900,om,286.87,286.99
901,haar,286.99,287.1
902,poot,287.1,287.43
903,Dat,287.91,288.08
904,is,288.08,288.15
905,iets,288.15,288.32
906,heel,288.45,288.64
907,moois,288.64,289.02
908,en,289.39,289.45
909,de,289.5,289.55
910,grootste,289.55,289.99
911,onderscheiding,289.99,290.66
912,die,290.82,290.94
913,een,290.94,291.04
914,eend,291.04,291.24
915,te,291.24,291.35
916,beurt,291.35,291.58
917,kan,291.58,291.75
918,vallen,291.75,292.04
919,Dat,292.72,292.89
920,betekent,292.89,293.39
921,dat,293.57,293.74
922,men,293.74,293.85
923,haar,293.85,293.96
924,niet,293.96,294.16
925,kwijt,294.23,294.47
926,wil,294.47,294.6
927,raken,294.6,294.98
928,en,295.31,295.38
929,dat,295.38,295.52
930,zij,295.52,295.64
931,door,295.64,295.78
932,dieren,295.78,296.16
933,en,296.16,296.26
934,mensen,296.26,296.67
935,erkend,296.75,297.12
936,moet,297.12,297.28
937,worden,297.28,297.52
