,word,onset,offset
75,waken,31.03,31.36
76,toen,31.36,31.55
77,de,31.55,31.58
78,nacht,31.58,31.83
79,aanbrak,31.83,32.92
80,Maar,32.92,33.03
81,toen,33.03,33.2
82,het,33.2,33.3
83,middernacht,33.3,33.76
84,was,33.76,34.24
85,kon,34.24,34.48
86,hij,34.48,34.59
87,zich,34.59,34.77
88,niet,34.77,34.92
89,meer,34.92,35.09
90,verweren,35.09,35.49
91,tegen,35.49,35.74
92,de,35.74,35.77
93,slaap,35.77,36.24
94,En,36.3,36.38
95,’s,36.38,36.52
96,morgens,36.52,36.88
97,miste,36.88,37.21
98,men,37.21,37.41
99,weer,37.41,37.6
100,een,37.6,37.68
101,appel,37.68,38.14
102,De,39.42,39.59
103,nacht,39.59,39.78
104,daarop,39.78,40.37
105,moest,40.37,40.62
106,de,40.62,40.7
107,tweede,40.7,41.0
108,zoon,41.0,41.24
109,waken,41.24,41.74
110,Maar,42.05,42.31
111,hem,42.31,42.57
112,ging,42.57,42.78
113,het,42.78,42.86
114,niet,42.86,42.96
115,beter,42.96,43.72
116,Om,43.72,44.0
117,twaalf,44.0,44.35
118,uur,44.35,44.53
119,te,44.53,44.64
120,middernacht,44.64,45.28
121,sliep,45.28,45.56
122,hij,45.56,45.61
123,in,45.61,45.98
124,En,46.03,46.11
125,’s,46.11,46.27
126,morgens,46.27,46.61
127,ontbrak,46.61,47.05
128,er,47.05,47.12
129,een,47.12,47.2
130,appel,47.2,47.6
131,Nu,48.94,49.12
132,kwam,49.12,49.32
133,de,49.32,49.43
134,beurt,49.43,49.7
135,aan,49.7,49.78
136,de,49.78,49.86
137,derde,49.86,50.07
138,zoon,50.07,50.54
139,En,50.66,50.95
140,hij,50.95,51.15
141,was,51.15,51.32
142,ook,51.32,51.51
143,bereid,51.51,52.11
144,Maar,52.29,52.46
145,de,52.46,52.58
146,koning,52.58,53.03
147,had,53.03,53.22
148,niet,53.22,53.34
149,veel,53.34,53.52
150,verwachting,53.52,54.03
151,van,54.03,54.45
152,hem,54.55,54.86
153,en,54.86,54.92
154,meende,54.92,55.24
155,dat,55.24,55.42
156,hij,55.42,55.52
157,nog,55.52,55.66
158,minder,55.66,55.9
159,zou,55.9,56.15
160,uitrichten,56.15,56.63
161,dan,56.63,56.75
162,zijn,56.75,56.91
163,broers,56.91,57.32
164,Maar,57.32,57.43
165,hij,57.43,57.83
166,gaf,57.83,58.06
167,hem,58.06,58.15
168,toch,58.15,58.31
169,verlof,58.31,58.67
170,te,58.67,58.77
171,gaan,58.77,59.19
172,De,60.14,60.22
173,jongeling,60.22,60.79
174,legde,60.79,61.06
175,zich,61.06,61.26
176,onder,61.26,61.46
177,de,61.46,61.59
178,boom,61.59,61.9
179,en,61.9,62.01
180,bleef,62.01,62.23
181,waken,62.23,62.75
182,Hij,63.11,63.51
183,liet,63.51,63.66
184,de,63.66,63.69
185,slaap,63.69,64.06
186,niet,64.06,64.5
187,over,64.62,64.84
188,zich,64.84,65.01
189,baas,65.01,65.35
190,worden,65.35,65.66
191,Toen,67.34,67.51
192,het,67.51,67.62
193,twaalf,67.62,68.0
194,uur,68.0,68.21
195,sloeg,68.21,68.87
196,ruiste,68.87,69.38
197,het,69.38,69.44
198,in,69.44,69.56
199,de,69.56,69.59
200,lucht,69.59,69.99
201,En,70.15,70.39
202,hij,70.39,70.46
203,zag,70.46,70.73
204,in,70.73,70.81
205,de,70.81,70.85
206,maneschijn,70.85,71.59
207,een,71.59,71.68
208,vogel,71.68,72.03
209,vliegen,72.03,72.34
210,met,72.34,72.49
211,glanzend,72.49,72.98
212,goud,72.98,73.33
213,gevederte,73.33,74.09
214,De,75.08,75.19
215,vogel,75.19,75.65
216,liet,75.65,75.83
217,zich,75.83,76.01
218,op,76.01,76.11
219,de,76.11,76.26
220,boom,76.26,76.51
221,neer,76.51,76.81
222,En,76.81,76.87
223,hij,76.87,77.10499
224,had,77.10499,77.44
225,juist,77.44,77.74
226,even,77.74,78.12
227,een,78.12,78.15
228,appel,78.15,78.39
229,aangepikt,78.39,79.07
230,toen,79.24,79.45
231,de,79.45,79.48
232,jongeling,79.48,79.88
233,een,79.88,80.02
234,pijl,80.02,80.24
235,op,80.24,80.35
236,hem,80.35,80.45
237,afschoot,80.45,81.05
238,De,81.83,81.96
239,vogel,81.96,82.31
240,vloog,82.31,82.58
241,weg,82.58,83.17
242,maar,83.17,83.37
243,de,83.37,83.53
244,pijl,83.53,83.8
245,had,83.8,83.99
246,zijn,83.99,84.14
247,veren,84.14,84.45
248,getroffen,84.45,85.02
249,en,85.2,85.47
250,een,85.47,85.67
251,van,85.67,85.82
252,zijn,85.82,85.97
253,gouden,85.97,86.32
254,veren,86.32,86.71
255,viel,86.71,86.97
256,naar,86.97,87.14
257,beneden,87.14,87.68
258,De,88.93,89.04
259,jongeling,89.39,89.87
260,raapte,89.87,90.22
261,haar,90.22,90.39
262,op,90.39,90.63
263,en,90.63,90.85
264,bracht,90.85,91.1
265,ze,91.1,91.19
266,’s,91.19,91.3
267,morgens,91.3,91.72
268,bij,91.72,91.86
269,de,91.86,91.99
270,koning,91.99,92.36
271,en,92.36,92.55
272,vertelde,92.55,93.46
273,wat,93.46,93.62
274,er,93.62,93.65
275,’s,93.65,93.73
276,nachts,93.73,93.98
277,gebeurd,93.98,94.38
278,was,94.38,94.76
279,De,96.78,96.92
280,koning,97.18,97.57
281,liet,97.57,97.69
282,zijn,97.69,97.84
283,raad,97.84,98.09
284,bijeenroepen,98.09,98.86
285,En,99.02,99.31
286,allen,99.31,99.5
287,verklaarden,99.5,100.12
288,dat,100.26,100.46
289,een,100.46,100.81
290,zulk,100.81,101.29
291,een,101.29,101.36
292,gouden,101.36,101.72
293,veer,101.72,102.18
294,hun,102.52,102.69
295,meer,102.69,102.94
296,waard,102.94,103.24
297,was,103.24,103.6
298,dan,103.6,103.77
299,het,103.77,103.87
300,halve,103.87,104.15
301,koninkrijk,104.15,105.02
302,Is,105.72,105.9
303,die,105.9,106.0
304,veer,106.0,106.24
305,zo,106.24,106.55
306,kostbaar,106.55,107.35499
307,zei,107.35499,107.57
308,de,107.57,107.63
309,koning,107.63,108.29
310,dan,108.64,108.83
311,is,108.83,108.95
312,mij,108.95,109.1
313,die,109.1,109.2
314,ene,109.2,109.47
315,niets,109.47,109.71
316,waard,109.71,110.12
317,dan,110.12,110.25
318,wil,110.25,110.36
319,ik,110.36,110.44
320,de,110.44,110.54
321,hele,110.54,110.88
322,vogel,110.88,111.6
323,De,112.72,112.8
324,oudste,112.8,113.09
325,zoon,113.09,113.32
326,ging,113.32,113.49
327,op,113.49,113.6
328,weg,113.6,113.95
329,vertrouwde,113.95,114.41
330,op,114.41,114.53
331,zijn,114.53,114.7
332,slimheid,114.7,115.33
333,en,115.57,115.73
334,meende,115.73,116.09
335,hij,116.09,116.24
336,zou,116.24,116.5
337,de,116.5,116.56
338,gouden,116.56,116.89
339,vogel,116.89,117.29
340,wel,117.29,117.42
341,vinden,117.42,118.04
342,Toen,119.05,119.25
343,hij,119.25,119.44
344,een,119.44,119.57
345,eind,119.57,119.76
346,gegaan,119.76,120.17
347,was,120.17,120.49
348,zag,120.72,120.96
349,hij,120.96,121.03
350,aan,121.03,121.14
351,de,121.14,121.21
352,rand,121.21,121.56
353,van,121.56,121.74
354,een,121.74,121.81
355,bos,121.81,122.14
356,een,122.14,122.24
357,vos,122.24,122.54
358,zitten,122.54,122.89
359,legde,122.97,123.51
360,zijn,123.51,123.68
361,geweer,123.68,124.07
362,aan,124.07,124.36
363,en,124.57,124.72
364,mikte,124.72,125.0
365,op,125.0,125.23
366,hem,125.23,125.52
367,De,126.64,126.74
368,vos,126.74,127.02
369,riep,127.02,127.28
370,schiet,127.59,127.91
371,mij,127.91,128.11
372,niet,128.11,128.59
373,dan,128.65,128.78
374,geef,128.78,129.1
375,ik,129.1,129.21
376,je,129.21,129.31
377,daarvoor,129.31,129.68
378,een,129.68,129.73
379,goede,129.73,130.03
380,raad,130.03,130.62
381,Je,130.9,131.03
382,bent,131.03,131.26
383,op,131.26,131.38
384,weg,131.38,131.6
385,naar,131.6,131.74
386,de,131.74,131.81
387,gouden,131.81,132.11
388,vogel,132.11,132.66
389,En,132.71,133.04
390,je,133.04,133.13
391,zult,133.13,133.37
392,deze,133.37,133.67
393,avond,133.67,134.09
394,in,134.09,134.18
395,een,134.18,134.29
396,dorp,134.29,134.54
397,komen,134.54,135.03499
398,waar,135.03499,135.19
399,twee,135.19,135.52
400,logementen,135.52,136.1
401,tegenover,136.1,136.62
402,elkaar,136.62,136.98
403,zijn,136.98,137.37
404,Het,137.58,137.75
405,ene,137.75,138.04
406,is,138.04,138.21
407,hel,138.21,138.42
408,verlicht,138.42,139.01
409,en,139.28,139.34
410,daar,139.34,139.41
411,gaat,139.41,139.64
412,het,139.64,139.74
413,vrolijk,139.74,140.14
414,toe,140.14,140.35
415,Maar,140.35,140.6
416,ga,140.6,140.94
417,daar,141.01,141.34
418,niet,141.34,141.59
419,binnen,141.59,141.94
420,Ga,142.14,142.27
421,in,142.27,142.45
422,het,142.45,142.56
423,andere,142.56,143.1
424,hoe,143.1,143.37
425,veel,143.37,143.69
426,minder,143.69,144.03
427,je,144.03,144.18
428,dat,144.18,144.37
429,ook,144.37,144.47
430,aanstaat,144.47,145.23
431,Hoe,146.99,147.14
432,kan,147.14,147.37
433,nu,147.37,147.47
434,zo’n,147.47,147.87
435,onnozel,147.87,148.47
436,beest,148.47,148.92
437,een,148.92,148.96
438,verstandige,148.96,149.77
439,raad,149.77,150.04
440,geven,150.04,150.46
441,dacht,150.74,151.05
442,de,151.05,151.1
443,prins,151.1,151.61
444,En,151.78,151.96
445,hij,151.96,152.04
446,schoot,152.04,152.37
447,zijn,152.37,152.52
448,geweer,152.52,152.8
449,af,152.8,153.19
450,Maar,153.36,153.53
451,hij,153.53,153.64
452,miste,153.64,153.97
453,de,153.97,154.04
454,vos,154.04,154.51
455,die,154.51,154.65
456,met,154.65,154.8
457,gestrekte,154.8,155.27
458,staart,155.27,155.71
459,het,155.83,156.01
460,bos,156.01,156.24
461,in,156.24,156.33
462,vluchtte,156.33,156.76
463,Toen,157.35,157.57
464,zette,157.57,157.83
465,de,157.83,157.96
466,prins,157.96,158.22
467,zijn,158.22,158.38
468,weg,158.38,158.53
469,voort,158.53,159.05
470,en,159.19,159.3
471,kwam,159.3,159.44
472,’s,159.44,159.6
473,avonds,159.6,159.98
474,in,159.98,160.1
475,het,160.1,160.22
476,dorp,160.22,160.5
477,waar,160.5,160.68
478,de,160.68,160.77
479,twee,160.77,160.98
480,logementen,160.98,161.61
481,waren,161.61,162.08
482,In,162.86,163.0
483,het,163.0,163.12
484,ene,163.12,163.33
485,werd,163.33,163.47
486,gezongen,163.47,163.91
487,en,163.91,164.07
488,gesprongen,164.07,164.61
489,En,164.98,165.08
490,het,165.08,165.19
491,andere,165.19,165.54
492,zag,165.54,165.76
493,er,165.76,165.86
494,armzalig,165.86,166.43
495,en,166.43,166.49
496,saai,166.49,166.84
497,uit,166.84,167.27
498,Ik,168.19,168.31
499,zou,168.31,168.55
500,wel,168.55,168.66
501,gek,168.66,168.94
502,zijn,168.94,169.21
503,dacht,169.21,169.45
504,hij,169.45,169.71
505,als,169.83,170.06
506,ik,170.06,170.19
507,in,170.19,170.26
508,dat,170.26,170.38
509,schunnige,170.38,170.93
510,logement,170.93,171.4
511,ging,171.4,171.69
512,en,171.83,172.01
513,het,172.01,172.1
514,mooie,172.1,172.37
515,voorbij,172.37,172.78
516,liep,172.78,173.03
517,Hij,173.51,173.93
518,ging,173.93,174.16
519,dus,174.16,174.29
520,het,174.29,174.39
521,vrolijke,174.39,174.86
522,binnen,174.86,175.23
523,en,175.23,175.37
524,leefde,175.37,175.62
525,er,175.62,175.7
526,lekker,175.7,175.95
527,op,175.95,176.11
528,los,176.11,176.44
529,En,176.44,176.54
530,hij,176.54,176.63
531,vergat,176.63,176.95
532,de,176.95,176.98
533,vogel,176.98,177.35
534,en,177.35,177.45
535,zijn,177.45,177.58
536,vader,177.58,178.03
537,Toen,179.9,180.11
538,de,180.11,180.2
539,tijd,180.2,180.46
540,verliep,180.46,180.81
541,en,180.9,180.96
542,de,180.96,181.18
543,oudste,181.18,181.54
544,zoon,181.54,181.78
545,maar,181.78,181.87
546,niet,181.87,181.99
547,naar,181.99,182.12
548,huis,182.12,182.31
549,kwam,182.31,182.76
550,ging,182.86,183.02
551,de,183.02,183.12
552,tweede,183.12,183.44
553,op,183.44,183.59
554,weg,183.59,183.89
555,en,183.89,184.12
556,zou,184.12,184.3
557,de,184.3,184.36
558,gouden,184.36,184.67
559,vogel,184.67,184.98
560,zoeken,184.98,185.49
561,Evenals,186.97,187.47
562,de,187.47,187.51
563,oudste,187.51,188.11
564,zag,188.33,188.57
565,hij,188.57,188.65
566,ook,188.65,188.86
567,de,188.86,188.93
568,vos,188.93,189.3
569,die,189.3,189.47
570,hem,189.47,189.62
571,de,189.62,189.69
572,goede,189.69,189.95
573,raad,189.95,190.22
574,gaf,190.22,190.56
575,die,190.67,190.9
576,hij,190.9,190.99
577,niet,190.99,191.2
578,opvolgde,191.2,191.85
579,Hij,191.85,192.02
580,kwam,193.13,193.54
581,ook,193.54,193.78
582,bij,193.78,193.9
583,de,193.9,193.99
584,twee,193.99,194.21
585,logementen,194.21,194.94
586,In,195.19,195.33
587,het,195.33,195.38
588,vrolijke,195.38,195.89
589,waar,195.89,195.99
590,luid,195.99,196.26
591,gejuicht,196.26,196.7
592,werd,196.7,196.88
593,stond,196.88,197.15
594,zijn,197.15,197.44
595,broeder,197.44,197.73
596,aan,197.73,197.9
597,het,197.9,198.0
598,raam,198.0,198.31
599,en,198.31,198.41
600,riep,198.41,198.62
601,hem,198.62,198.76
602,toe,198.76,198.98
603,Hij,198.98,199.12
604,kon,199.52,199.98
605,niet,199.98,200.19
606,weerstaan,200.19,200.68
607,en,200.68,200.78
608,ging,200.78,200.93
609,naar,200.93,201.11
610,binnen,201.11,201.41
611,Toen,201.9,202.13
612,leefde,202.13,202.42
613,hij,202.42,202.56
614,ook,202.56,202.77
615,het,202.77,202.85
616,vrolijke,202.85,203.32
617,leven,203.32,203.65
618,mee,203.65,203.94
619,Weer,205.55,205.81
620,verging,205.81,206.33
621,de,206.33,206.62
622,tijd,206.62,207.3
623,En,207.3,207.39
624,nu,207.39,207.62
625,wilde,207.62,207.84
626,de,207.84,207.91
627,jongste,207.91,208.33
628,prins,208.33,208.62
629,uittrekken,208.62,209.15
630,en,209.15,209.39
631,zijn,209.39,209.61
632,geluk,209.61,209.83
633,beproeven,209.83,210.5
634,Maar,211.17,211.33
635,de,211.33,211.39
636,vader,211.39,211.77
637,weigerde,211.77,212.3
638,Hij,212.82,212.93
639,hield,212.93,213.22
640,hem,213.22,213.35
641,voor,213.35,213.48
642,minder,213.48,213.74
643,verstandig,213.74,214.3
644,dan,214.3,214.45
645,zijn,214.45,214.62
646,broeders,214.62,215.17
647,en,215.35,215.45
648,vreesde,215.45,215.84
649,een,215.84,215.93
650,ongeluk,215.93,216.63
651,zodat,216.63,216.99
652,hij,216.99,217.06
653,ook,217.06,217.22
654,niet,217.22,217.33
655,zou,217.33,217.47
656,terugkeren,217.47,218.25
657,Maar,219.43,219.71
658,hij,219.71,219.89
659,liet,219.89,220.05
660,hem,220.05,220.13
661,geen,220.13,220.41
662,rust,220.41,220.76
663,en,221.08,221.23
664,eindelijk,221.23,221.81
665,mocht,221.81,222.05
666,hij,222.05,222.17
667,gaan,222.17,222.63
668,Voor,225.0,225.22
669,het,225.22,225.31
670,bos,225.31,225.62
671,zat,225.62,225.79
672,weer,225.79,226.04
673,de,226.04,226.1
674,vos,226.1,226.56
675,smeekte,226.64,227.09
676,om,227.09,227.24
677,zijn,227.24,227.44
678,leven,227.44,227.89
679,en,228.14,228.23
680,gaf,228.23,228.5
681,hem,228.5,228.6
682,de,228.6,228.68
683,goede,228.68,228.99
684,raad,228.99,229.43
685,De,229.43,229.57
686,jongeling,230.23,230.77
687,was,230.77,230.94
688,goedhartig,230.94,231.73
689,en,231.73,232.08
690,zei,232.08,232.52
691,wees,232.77,233.01
692,maar,233.01,233.09
693,niet,233.09,233.26
694,bang,233.26,233.57
695,vosje,233.57,233.89
696,ik,233.89,234.06
697,zal,234.06,234.21
698,je,234.21,234.31
699,niets,234.31,234.55
700,doen,234.55,234.84
701,Dat,235.77,235.97
702,zal,235.97,236.18
703,je,236.18,236.28
704,niet,236.28,236.51
705,berouwen,236.51,237.05
706,zei,237.14,237.4
707,de,237.4,237.46
708,vos,237.46,237.96499
709,en,237.96499,238.52
710,om,238.52,238.58
711,vlugger,238.58,238.93
712,vooruit,238.93,239.33
713,te,239.33,239.38
714,komen,239.38,239.79
715,moet,239.79,240.01
716,je,240.01,240.05
717,op,240.05,240.19
718,mijn,240.19,240.31
719,staart,240.31,240.71
720,gaan,240.71,240.85
721,zitten,240.85,241.24
722,Nauwelijks,242.05,242.67
723,was,242.67,242.85
724,hij,242.85,242.89
725,gezeten,242.89,243.5
726,of,243.69,243.91
727,de,243.91,244.04
728,vos,244.04,244.3
729,liep,244.3,244.49
730,over,244.49,244.68
731,stok,244.68,245.07
732,en,245.07,245.25
733,steen,245.25,245.74
734,dat,245.74,246.17
735,de,246.17,246.24
736,haren,246.24,246.57
737,floten,246.57,246.99
738,in,246.99,247.2
739,de,247.2,247.28
740,wind,247.28,247.75
741,Toen,249.59,249.77
742,zij,249.77,249.91
743,bij,249.91,250.14
744,het,250.14,250.25
745,dorp,250.25,250.51
746,waren,250.51,251.01
747,steeg,251.01,251.4
748,de,251.4,251.5
749,jongeling,251.5,251.85
750,af,251.85,252.22
751,en,252.34,252.43
752,volgde,252.43,252.8
753,de,252.8,252.87
754,goede,252.87,253.14
755,raad,253.14,253.56
756,Zonder,253.69,253.98
757,om,253.98,254.2
758,te,254.2,254.31
759,zien,254.31,254.7
760,ging,254.7,254.98
761,hij,254.98,255.16
762,in,255.16,255.3
763,het,255.3,255.44
764,mindere,255.44,255.77
765,logement,255.77,256.4
766,waar,256.73,256.91
767,hij,256.91,257.0
768,rustig,257.0,257.34
769,overnachtte,257.34,258.02
770,Toen,259.67,259.88
771,hij,259.88,259.97
772,de,259.97,260.04
773,volgende,260.04,260.42
774,dag,260.42,260.59
775,buiten,260.59,260.94
776,kwam,260.94,261.29
777,zat,261.29,261.59
778,de,261.59,261.62
779,vos,261.62,261.91
780,al,261.91,262.02
781,te,262.02,262.16
782,wachten,262.16,262.67
783,en,262.67,263.07
784,zei,263.28,263.52
785,ik,263.52,263.65
786,zal,263.65,263.81
787,je,263.81,263.91
788,verder,263.91,264.17
789,vertellen,264.17,264.72
790,wat,264.8,264.99
791,je,264.99,265.07
792,te,265.07,265.2
793,doen,265.2,265.42
794,hebt,265.42,265.78
795,Ga,266.08,266.48
796,maar,266.48,266.62
797,recht,266.62,266.91
798,uit,266.91,267.36
799,dan,267.54,267.72
800,zul,267.72,267.85
801,je,267.85,267.99
802,bij,267.99,268.09
803,een,268.09,268.17
804,kasteel,268.17,268.64
805,komen,268.64,269.09
806,waarvoor,269.09,269.35
807,een,269.35,269.46
808,heel,269.46,269.74
809,regiment,269.74,270.14
810,soldaten,270.14,270.7
811,ligt,270.7,271.14
812,Maar,271.36,271.46
813,daar,271.57,272.01
814,moet,272.01,272.21
815,je,272.21,272.29
816,niet,272.29,272.47
817,om,272.47,272.59
818,geven,272.59,273.09
819,ze,273.5,273.62
820,liggen,273.62,273.81
821,allemaal,273.81,274.15
822,te,274.15,274.19
823,slapen,274.19,274.71
824,en,274.71,274.91
825,te,274.91,274.97
826,snorken,274.97,275.55
827,Ga,276.08,276.54
828,er,276.54,276.58
829,maar,276.58,276.71
830,midden,276.71,276.98
831,tussendoor,276.98,277.66
832,en,277.66,278.05
833,dan,278.05,278.17
834,het,278.17,278.28
835,slot,278.28,278.59
836,in,278.59,278.9
837,door,278.9,279.1
838,alle,279.1,279.31
839,kamers,279.31,279.85
840,tot,279.85,280.0
841,je,280.0,280.07
842,eindelijk,280.07,280.6
843,in,280.6,280.67
844,een,280.67,280.7
845,vertrek,280.7,281.05
846,komt,281.05,281.43
847,waar,281.43,281.53
848,een,281.53,281.57
849,gouden,281.57,281.98
850,vogel,281.98,282.45
851,in,282.45,282.74
852,een,282.8,282.99
853,houten,282.99,283.31
854,kooi,283.31,283.56499
855,hangt,283.56499,283.98
856,Daarnaast,285.22,285.7
857,staat,285.7,286.03
858,een,286.03,286.06
859,gouden,286.06,286.46
860,kooi,286.46,286.66
861,voor,286.66,286.88
862,pronk,286.88,287.36
863,Maar,287.52,287.82
864,pas,287.82,288.05
865,op,288.05,288.35
866,dat,288.35,288.65
867,je,288.65,288.7
868,de,288.7,288.78
869,vogel,288.78,289.14
870,niet,289.14,289.35
871,uit,289.35,289.55
872,zijn,289.55,289.65
873,slechte,289.65,290.02
874,kooi,290.02,290.3
875,neemt,290.3,290.62
876,en,290.62,290.75
877,in,290.75,290.83
878,de,290.83,290.94
879,pronkkooi,290.94,291.45
880,zet,291.45,291.87
881,Of,292.25,292.35
882,het,292.35,292.43
883,kon,292.43,292.58
884,slecht,292.58,293.02
885,met,293.02,293.15
886,je,293.15,293.19
887,aflopen,293.19,293.86
888,Toen,295.48,295.62
889,strekte,295.62,296.02
890,de,296.02,296.08
891,vos,296.08,296.33
892,weer,296.33,296.5
893,zijn,296.5,296.61
894,staart,296.61,297.01
895,uit,297.01,297.36
896,En,297.36,297.53
897,de,297.53,297.63
898,prins,297.63,297.94
899,ging,297.94,298.11
900,er,298.11,298.18
901,op,298.18,298.31
902,zitten,298.31,298.84
903,En,298.9,298.94
904,het,298.94,299.35
905,ging,299.35,299.6
906,over,299.6,299.82
907,stok,299.82,300.36
908,en,300.36,300.43
909,steen,300.43,300.93
910,dat,300.98,301.24
911,de,301.24,301.32
912,haren,301.32,301.54
913,floten,301.54,301.95
914,in,301.95,302.14
915,de,302.14,302.23
916,wind,302.23,302.64
